trial_id,mode,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
sim1_1007,intermediate_case1,D,"[[9, 15], [11, 8], [19, 4]]","[344, 178, 90]","[[10, 13], [11, 10], [18, 2]]","[297, 226, 41]","[[9, 15], [11, 10], [18, 2]]","[344, 226, 41]","[[10, 15], [12, 8], [19, 3]]","[345, 179, 66]"
sim1_1008,intermediate_case1,C,"[[2, 17], [5, 6], [13, 17]]","[385, 124, 396]","[[1, 18], [3, 4], [14, 17]]","[408, 74, 397]","[[1, 19], [5, 4], [14, 16]]","[432, 76, 373]","[[1, 18], [4, 6], [15, 17]]","[408, 123, 398]"
sim1_1009,intermediate_case1,C,"[[10, 15], [20, 3], [21, 14]]","[345, 67, 332]","[[12, 14], [21, 4], [22, 14]]","[323, 92, 333]","[[12, 15], [21, 3], [22, 16]]","[347, 68, 381]","[[11, 16], [22, 2], [22, 16]]","[370, 45, 381]"
sim1_101,intermediate_case1,C,"[[6, 11], [15, 14], [9, 14]]","[245, 326, 320]","[[6, 11], [14, 12], [10, 15]]","[245, 277, 345]","[[1, 4], [9, 6], [4, 8]]","[72, 128, 171]","[[5, 10], [13, 12], [11, 15]]","[220, 276, 346]"
sim1_1010,intermediate_case1,B,"[[16, 16], [8, 4], [9, 8]]","[375, 79, 176]","[[15, 15], [9, 2], [7, 8]]","[350, 32, 174]","[[16, 15], [7, 4], [9, 8]]","[351, 78, 176]","[[15, 16], [7, 4], [9, 7]]","[374, 78, 152]"
sim1_1011,intermediate_case1,B,"[[13, 3], [10, 13], [17, 10]]","[60, 297, 232]","[[11, 5], [8, 13], [16, 11]]","[106, 295, 255]","[[11, 4], [10, 14], [15, 12]]","[82, 321, 278]","[[11, 3], [9, 12], [17, 11]]","[58, 272, 256]"
sim1_1012,intermediate_case1,C,"[[13, 15], [2, 15], [6, 23]]","[348, 337, 533]","[[15, 16], [2, 14], [4, 24]]","[374, 313, 555]","[[14, 15], [4, 15], [6, 24]]","[349, 339, 557]","[[14, 14], [3, 15], [4, 23]]","[325, 338, 531]"
sim1_1013,intermediate_case1,D,"[[5, 17], [14, 10], [17, 7]]","[388, 229, 160]","[[6, 19], [14, 11], [16, 7]]","[437, 253, 159]","[[1, 12], [7, 4], [10, 1]]","[264, 78, 9]","[[6, 18], [13, 10], [18, 7]]","[413, 228, 161]"
sim1_1014,intermediate_case1,D,"[[14, 19], [5, 4], [14, 12]]","[445, 76, 277]","[[14, 18], [5, 5], [12, 13]]","[421, 100, 299]","[[14, 19], [4, 6], [13, 14]]","[445, 123, 324]","[[16, 19], [3, 4], [13, 13]]","[447, 74, 300]"
sim1_1015,intermediate_case1,A,"[[9, 6], [5, 8], [4, 8]]","[128, 172, 171]","[[7, 7], [5, 9], [4, 6]]","[150, 196, 123]","[[9, 7], [4, 9], [5, 6]]","[152, 195, 124]","[[7, 7], [4, 9], [3, 7]]","[150, 195, 146]"
sim1_1016,intermediate_case1,A,"[[2, 12], [1, 7], [6, 8]]","[265, 144, 173]","[[2, 12], [1, 6], [4, 10]]","[265, 120, 219]","[[10, 19], [6, 13], [10, 15]]","[441, 293, 345]","[[2, 12], [2, 8], [5, 10]]","[265, 169, 220]"
sim1_1017,intermediate_case1,D,"[[11, 7], [2, 18], [17, 11]]","[154, 409, 256]","[[11, 9], [3, 16], [16, 11]]","[202, 362, 255]","[[13, 7], [2, 16], [17, 11]]","[156, 361, 256]","[[12, 8], [3, 18], [16, 13]]","[179, 410, 303]"
sim1_1018,intermediate_case1,B,"[[13, 8], [15, 5], [6, 24]]","[180, 110, 557]","[[13, 8], [16, 4], [5, 23]]","[180, 87, 532]","[[11, 9], [15, 3], [7, 23]]","[202, 62, 534]","[[11, 9], [15, 3], [5, 22]]","[202, 62, 508]"
sim1_1019,intermediate_case1,D,"[[15, 6], [4, 11], [11, 8]]","[134, 243, 178]","[[15, 6], [6, 10], [11, 8]]","[134, 221, 178]","[[15, 4], [6, 9], [11, 8]]","[86, 197, 178]","[[16, 5], [4, 11], [11, 6]]","[111, 243, 130]"
sim1_102,intermediate_case1,B,"[[4, 4], [22, 15], [14, 15]]","[75, 357, 349]","[[5, 4], [21, 14], [13, 14]]","[76, 332, 324]","[[4, 3], [20, 15], [15, 15]]","[51, 355, 350]","[[5, 3], [21, 14], [15, 13]]","[52, 332, 302]"
sim1_1020,intermediate_case1,A,"[[18, 12], [1, 9], [6, 8]]","[281, 192, 173]","[[17, 11], [1, 10], [7, 6]]","[256, 216, 126]","[[18, 11], [1, 11], [7, 6]]","[257, 240, 126]","[[24, 19], [5, 17], [13, 12]]","[455, 388, 276]"
sim1_1021,intermediate_case1,C,"[[4, 7], [11, 14], [5, 3]]","[147, 322, 52]","[[3, 8], [13, 14], [7, 4]]","[170, 324, 78]","[[5, 8], [13, 14], [6, 4]]","[172, 324, 77]","[[5, 8], [12, 12], [7, 4]]","[172, 275, 78]"
sim1_1022,intermediate_case1,B,"[[16, 13], [8, 15], [2, 21]]","[303, 343, 481]","[[16, 15], [8, 16], [1, 22]]","[351, 367, 504]","[[15, 15], [9, 15], [2, 22]]","[350, 344, 505]","[[15, 14], [9, 15], [2, 22]]","[326, 344, 505]"
sim1_1023,intermediate_case1,B,"[[17, 2], [21, 17], [13, 14]]","[40, 404, 324]","[[19, 1], [20, 18], [14, 14]]","[18, 427, 325]","[[19, 1], [20, 19], [13, 14]]","[18, 451, 324]","[[17, 1], [20, 19], [13, 15]]","[16, 451, 348]"
sim1_1024,intermediate_case1,B,"[[11, 7], [3, 3], [2, 3]]","[154, 50, 49]","[[11, 9], [2, 5], [2, 2]]","[202, 97, 25]","[[9, 9], [1, 3], [3, 3]]","[200, 48, 50]","[[10, 7], [3, 3], [1, 1]]","[153, 50, 0]"
sim1_1025,intermediate_case1,C,"[[12, 1], [2, 2], [12, 4]]","[11, 25, 83]","[[17, 7], [6, 7], [17, 11]]","[160, 149, 256]","[[17, 6], [8, 8], [18, 12]]","[136, 175, 281]","[[17, 7], [6, 9], [17, 12]]","[160, 197, 280]"
sim1_1026,intermediate_case1,C,"[[7, 4], [5, 4], [15, 12]]","[78, 76, 278]","[[8, 2], [4, 4], [15, 11]]","[31, 75, 254]","[[7, 3], [6, 4], [15, 12]]","[54, 77, 278]","[[6, 4], [4, 2], [13, 13]]","[77, 27, 300]"
sim1_1027,intermediate_case1,A,"[[3, 1], [7, 3], [9, 11]]","[2, 54, 248]","[[7, 5], [12, 8], [15, 19]]","[102, 179, 446]","[[7, 5], [14, 10], [15, 19]]","[102, 229, 446]","[[9, 6], [14, 9], [16, 19]]","[128, 205, 447]"
sim1_1028,intermediate_case1,A,"[[12, 7], [12, 16], [1, 5]]","[155, 371, 96]","[[12, 6], [12, 17], [1, 6]]","[131, 395, 120]","[[10, 6], [13, 17], [3, 5]]","[129, 396, 98]","[[10, 5], [13, 17], [3, 6]]","[105, 396, 122]"
sim1_1029,intermediate_case1,B,"[[9, 23], [1, 16], [13, 16]]","[536, 360, 372]","[[11, 24], [2, 16], [14, 15]]","[562, 361, 349]","[[9, 24], [3, 16], [14, 16]]","[560, 362, 373]","[[11, 24], [2, 18], [13, 15]]","[562, 409, 348]"
sim1_103,intermediate_case1,D,"[[13, 13], [9, 18], [19, 1]]","[300, 416, 18]","[[14, 13], [10, 20], [17, 1]]","[301, 465, 16]","[[13, 12], [10, 19], [19, 2]]","[276, 441, 42]","[[14, 12], [8, 19], [19, 2]]","[277, 439, 42]"
sim1_1030,intermediate_case1,C,"[[9, 12], [20, 2], [5, 5]]","[272, 43, 100]","[[8, 13], [22, 1], [5, 3]]","[295, 21, 52]","[[8, 14], [22, 1], [4, 4]]","[319, 21, 75]","[[8, 14], [22, 2], [4, 5]]","[319, 45, 99]"
sim1_1031,intermediate_case1,D,"[[7, 17], [10, 10], [10, 6]]","[390, 225, 129]","[[6, 17], [8, 10], [9, 6]]","[389, 223, 128]","[[2, 11], [3, 6], [4, 2]]","[241, 122, 27]","[[2, 11], [3, 5], [2, 2]]","[241, 98, 25]"
sim1_1032,intermediate_case1,B,"[[2, 23], [15, 21], [10, 15]]","[529, 494, 345]","[[2, 24], [14, 23], [9, 14]]","[553, 541, 320]","[[1, 23], [16, 22], [8, 15]]","[528, 519, 343]","[[1, 23], [16, 21], [10, 14]]","[528, 495, 321]"
sim1_1033,intermediate_case1,A,"[[9, 15], [7, 3], [5, 10]]","[344, 54, 220]","[[9, 14], [8, 3], [3, 11]]","[320, 55, 242]","[[11, 15], [6, 3], [3, 10]]","[346, 53, 218]","[[9, 13], [7, 4], [3, 11]]","[296, 78, 242]"
sim1_1034,intermediate_case1,B,"[[15, 16], [12, 15], [2, 16]]","[374, 347, 361]","[[15, 15], [12, 15], [1, 17]]","[350, 347, 384]","[[14, 16], [11, 16], [1, 15]]","[373, 370, 336]","[[15, 14], [12, 14], [2, 16]]","[326, 323, 361]"
sim1_1035,intermediate_case1,A,"[[6, 9], [5, 19], [14, 17]]","[197, 436, 397]","[[2, 2], [1, 11], [9, 12]]","[25, 240, 272]","[[7, 9], [5, 18], [15, 16]]","[198, 412, 374]","[[6, 9], [5, 18], [14, 18]]","[197, 412, 421]"
sim1_1036,intermediate_case1,D,"[[4, 7], [15, 7], [4, 16]]","[147, 158, 363]","[[3, 7], [15, 8], [5, 14]]","[146, 182, 316]","[[3, 5], [15, 7], [5, 14]]","[98, 158, 316]","[[4, 5], [14, 9], [5, 15]]","[99, 205, 340]"
sim1_1037,intermediate_case1,A,"[[16, 12], [12, 9], [17, 4]]","[279, 203, 88]","[[18, 14], [14, 8], [16, 3]]","[329, 181, 63]","[[18, 14], [13, 8], [16, 4]]","[329, 180, 87]","[[16, 13], [13, 8], [17, 3]]","[303, 180, 64]"
sim1_1038,intermediate_case1,A,"[[10, 14], [8, 6], [10, 6]]","[321, 127, 129]","[[10, 13], [6, 5], [10, 5]]","[297, 101, 105]","[[8, 13], [8, 6], [9, 7]]","[295, 127, 152]","[[9, 15], [8, 5], [11, 6]]","[344, 103, 130]"
sim1_1039,intermediate_case1,D,"[[9, 16], [14, 23], [6, 14]]","[368, 541, 317]","[[11, 15], [14, 24], [5, 14]]","[346, 565, 316]","[[10, 14], [12, 24], [6, 12]]","[321, 563, 269]","[[9, 15], [13, 24], [5, 14]]","[344, 564, 316]"
sim1_104,intermediate_case1,A,"[[6, 9], [7, 5], [14, 7]]","[197, 102, 157]","[[1, 4], [1, 1], [6, 3]]","[72, 0, 53]","[[7, 9], [6, 7], [12, 9]]","[198, 149, 203]","[[5, 10], [6, 7], [14, 9]]","[220, 149, 205]"
sim1_1040,intermediate_case1,A,"[[6, 15], [15, 16], [19, 19]]","[341, 374, 450]","[[6, 14], [14, 14], [17, 17]]","[317, 325, 400]","[[1, 10], [7, 9], [11, 11]]","[216, 198, 250]","[[5, 15], [14, 16], [17, 18]]","[340, 373, 424]"
sim1_1041,intermediate_case1,A,"[[6, 13], [18, 3], [15, 10]]","[293, 65, 230]","[[5, 12], [20, 4], [14, 11]]","[268, 91, 253]","[[7, 14], [20, 2], [13, 9]]","[318, 43, 204]","[[7, 12], [19, 4], [13, 9]]","[270, 90, 204]"
sim1_1042,intermediate_case1,A,"[[16, 15], [8, 9], [3, 11]]","[351, 199, 242]","[[15, 17], [9, 9], [4, 12]]","[398, 200, 267]","[[14, 17], [10, 11], [4, 12]]","[397, 249, 267]","[[16, 17], [10, 10], [2, 11]]","[399, 225, 241]"
sim1_1043,intermediate_case1,D,"[[6, 1], [12, 16], [4, 6]]","[5, 371, 123]","[[8, 2], [10, 17], [4, 6]]","[31, 393, 123]","[[8, 2], [10, 16], [6, 5]]","[31, 369, 101]","[[8, 1], [10, 18], [5, 6]]","[7, 417, 124]"
sim1_1044,intermediate_case1,D,"[[5, 7], [7, 8], [16, 12]]","[148, 174, 279]","[[1, 2], [1, 2], [12, 5]]","[24, 24, 107]","[[5, 8], [5, 9], [16, 12]]","[172, 196, 279]","[[6, 6], [6, 9], [16, 12]]","[125, 197, 279]"
sim1_1045,intermediate_case1,B,"[[10, 11], [6, 1], [16, 3]]","[249, 5, 63]","[[9, 10], [5, 1], [16, 4]]","[224, 4, 87]","[[9, 9], [4, 2], [18, 4]]","[200, 27, 89]","[[11, 10], [5, 2], [18, 2]]","[226, 28, 41]"
sim1_1046,intermediate_case1,D,"[[2, 19], [8, 11], [7, 2]]","[433, 247, 30]","[[1, 21], [10, 11], [9, 3]]","[480, 249, 56]","[[2, 19], [10, 10], [7, 4]]","[433, 225, 78]","[[3, 21], [9, 10], [9, 4]]","[482, 224, 80]"
sim1_1047,intermediate_case1,C,"[[23, 21], [4, 18], [12, 8]]","[502, 411, 179]","[[24, 23], [4, 19], [12, 10]]","[551, 435, 227]","[[23, 21], [3, 19], [14, 9]]","[502, 434, 205]","[[23, 23], [4, 18], [14, 10]]","[550, 411, 229]"
sim1_1048,intermediate_case1,A,"[[6, 8], [16, 16], [18, 17]]","[173, 375, 401]","[[5, 8], [16, 15], [18, 16]]","[172, 351, 377]","[[5, 10], [15, 16], [18, 16]]","[220, 374, 377]","[[1, 3], [11, 10], [10, 9]]","[48, 226, 201]"
sim1_1049,intermediate_case1,D,"[[1, 7], [12, 10], [18, 19]]","[144, 227, 449]","[[2, 7], [14, 9], [19, 19]]","[145, 205, 450]","[[2, 7], [13, 11], [20, 20]]","[145, 252, 475]","[[1, 7], [13, 11], [19, 20]]","[144, 252, 474]"
sim1_105,intermediate_case1,A,"[[1, 8], [6, 1], [16, 14]]","[168, 5, 327]","[[1, 8], [5, 2], [16, 15]]","[168, 28, 351]","[[1, 6], [5, 1], [15, 15]]","[120, 4, 350]","[[1, 6], [5, 2], [15, 15]]","[120, 28, 350]"
sim1_1050,intermediate_case1,B,"[[16, 18], [1, 6], [2, 8]]","[423, 120, 169]","[[16, 18], [1, 5], [3, 8]]","[423, 96, 170]","[[14, 19], [1, 6], [4, 6]]","[445, 120, 123]","[[14, 17], [1, 6], [2, 8]]","[397, 120, 169]"
sim1_1051,intermediate_case1,C,"[[13, 13], [18, 22], [2, 20]]","[300, 521, 457]","[[13, 12], [18, 20], [2, 20]]","[276, 473, 457]","[[11, 13], [16, 20], [2, 21]]","[298, 471, 481]","[[12, 12], [16, 20], [2, 22]]","[275, 471, 505]"
sim1_1052,intermediate_case1,C,"[[4, 6], [14, 11], [21, 2]]","[123, 253, 44]","[[3, 6], [12, 11], [21, 2]]","[122, 251, 44]","[[2, 6], [13, 12], [20, 1]]","[121, 276, 19]","[[2, 6], [14, 12], [19, 1]]","[121, 277, 18]"
sim1_1053,intermediate_case1,C,"[[22, 5], [4, 14], [15, 15]]","[117, 315, 350]","[[21, 5], [3, 13], [17, 16]]","[116, 290, 376]","[[22, 6], [5, 13], [16, 15]]","[141, 292, 351]","[[21, 5], [5, 13], [16, 17]]","[116, 292, 399]"
sim1_1054,intermediate_case1,B,"[[4, 5], [7, 15], [16, 5]]","[99, 342, 111]","[[3, 5], [7, 13], [16, 6]]","[98, 294, 135]","[[2, 6], [5, 15], [15, 6]]","[121, 340, 134]","[[4, 4], [5, 15], [14, 5]]","[75, 340, 109]"
sim1_1055,intermediate_case1,C,"[[4, 12], [18, 11], [13, 10]]","[267, 257, 228]","[[6, 12], [16, 11], [11, 8]]","[269, 255, 178]","[[4, 14], [16, 12], [12, 9]]","[315, 279, 203]","[[4, 12], [16, 12], [13, 10]]","[267, 279, 228]"
sim1_1056,intermediate_case1,B,"[[3, 12], [19, 21], [12, 16]]","[266, 498, 371]","[[3, 12], [18, 21], [11, 15]]","[266, 497, 346]","[[3, 12], [19, 21], [11, 14]]","[266, 498, 322]","[[3, 13], [18, 22], [10, 15]]","[290, 521, 345]"
sim1_1057,intermediate_case1,D,"[[5, 7], [9, 17], [7, 2]]","[148, 392, 30]","[[6, 5], [10, 17], [9, 1]]","[101, 393, 8]","[[6, 7], [9, 18], [8, 2]]","[149, 416, 31]","[[5, 5], [10, 17], [8, 1]]","[100, 393, 7]"
sim1_1058,intermediate_case1,B,"[[13, 20], [15, 14], [5, 10]]","[468, 326, 220]","[[7, 15], [9, 6], [1, 5]]","[342, 128, 96]","[[14, 22], [15, 12], [5, 12]]","[517, 278, 268]","[[6, 15], [8, 6], [1, 5]]","[341, 127, 96]"
sim1_1059,intermediate_case1,D,"[[7, 5], [6, 8], [17, 12]]","[102, 173, 280]","[[5, 5], [5, 8], [15, 12]]","[100, 172, 278]","[[7, 5], [7, 8], [15, 11]]","[102, 174, 254]","[[7, 5], [6, 9], [15, 11]]","[102, 197, 254]"
sim1_106,intermediate_case1,A,"[[12, 10], [22, 2], [22, 2]]","[227, 45, 45]","[[10, 8], [21, 2], [23, 1]]","[177, 44, 22]","[[12, 9], [22, 3], [23, 2]]","[203, 69, 46]","[[10, 10], [23, 1], [23, 1]]","[225, 22, 22]"
sim1_1060,intermediate_case1,D,"[[13, 15], [12, 6], [9, 1]]","[348, 131, 8]","[[13, 15], [12, 7], [9, 1]]","[348, 155, 8]","[[13, 14], [12, 8], [9, 2]]","[324, 179, 32]","[[13, 15], [13, 7], [8, 1]]","[348, 156, 7]"
sim1_1061,intermediate_case1,C,"[[22, 16], [18, 17], [5, 6]]","[381, 401, 124]","[[21, 17], [16, 15], [5, 4]]","[404, 351, 76]","[[22, 17], [16, 17], [5, 6]]","[405, 399, 124]","[[23, 18], [17, 17], [5, 6]]","[430, 400, 124]"
sim1_1062,intermediate_case1,C,"[[20, 5], [12, 9], [11, 11]]","[115, 203, 250]","[[19, 3], [11, 11], [11, 13]]","[66, 250, 298]","[[20, 3], [10, 9], [12, 12]]","[67, 201, 275]","[[20, 5], [12, 9], [11, 13]]","[115, 203, 298]"
sim1_1063,intermediate_case1,C,"[[14, 15], [12, 14], [11, 3]]","[349, 323, 58]","[[14, 13], [13, 12], [13, 1]]","[301, 276, 12]","[[13, 15], [13, 12], [12, 2]]","[348, 276, 35]","[[14, 13], [11, 12], [12, 1]]","[301, 274, 11]"
sim1_1064,intermediate_case1,A,"[[2, 2], [10, 11], [3, 1]]","[25, 249, 2]","[[3, 2], [11, 12], [2, 2]]","[26, 274, 25]","[[2, 2], [9, 11], [2, 2]]","[25, 248, 25]","[[1, 1], [11, 11], [2, 1]]","[0, 250, 1]"
sim1_1065,intermediate_case1,D,"[[3, 23], [7, 10], [10, 13]]","[530, 222, 297]","[[3, 24], [7, 12], [11, 13]]","[554, 270, 298]","[[3, 24], [8, 10], [10, 13]]","[554, 223, 297]","[[2, 24], [7, 11], [10, 12]]","[553, 246, 273]"
sim1_1066,intermediate_case1,D,"[[14, 13], [23, 23], [5, 5]]","[301, 550, 100]","[[14, 14], [23, 23], [3, 4]]","[325, 550, 74]","[[12, 13], [24, 23], [3, 6]]","[299, 551, 122]","[[13, 15], [23, 24], [4, 5]]","[348, 574, 99]"
sim1_1067,intermediate_case1,C,"[[6, 16], [13, 11], [19, 6]]","[365, 252, 138]","[[6, 17], [13, 11], [19, 4]]","[389, 252, 90]","[[5, 17], [12, 11], [19, 4]]","[388, 251, 90]","[[6, 16], [12, 9], [19, 6]]","[365, 203, 138]"
sim1_1068,intermediate_case1,A,"[[16, 10], [1, 24], [10, 18]]","[231, 552, 417]","[[15, 10], [1, 23], [10, 19]]","[230, 528, 441]","[[14, 9], [2, 24], [11, 17]]","[205, 553, 394]","[[16, 10], [1, 23], [12, 19]]","[231, 528, 443]"
sim1_1069,intermediate_case1,D,"[[9, 12], [9, 22], [1, 8]]","[272, 512, 168]","[[10, 12], [10, 23], [1, 8]]","[273, 537, 168]","[[10, 10], [10, 21], [2, 7]]","[225, 489, 145]","[[9, 11], [10, 23], [1, 6]]","[248, 537, 120]"
sim1_107,intermediate_case1,C,"[[8, 5], [11, 14], [23, 24]]","[103, 322, 574]","[[8, 4], [13, 12], [23, 22]]","[79, 276, 526]","[[9, 5], [11, 13], [23, 22]]","[104, 298, 526]","[[10, 4], [12, 12], [21, 24]]","[81, 275, 572]"
sim1_1070,intermediate_case1,B,"[[6, 17], [17, 12], [22, 19]]","[389, 280, 453]","[[5, 17], [16, 11], [22, 19]]","[388, 255, 453]","[[4, 17], [15, 13], [21, 20]]","[387, 302, 476]","[[4, 18], [15, 12], [20, 19]]","[411, 278, 451]"
sim1_1071,intermediate_case1,C,"[[10, 19], [18, 1], [13, 13]]","[441, 17, 300]","[[11, 18], [20, 1], [11, 11]]","[418, 19, 250]","[[12, 20], [19, 1], [12, 11]]","[467, 18, 251]","[[11, 18], [20, 2], [13, 11]]","[418, 43, 252]"
sim1_1072,intermediate_case1,A,"[[11, 12], [1, 24], [17, 13]]","[274, 552, 304]","[[10, 13], [1, 24], [16, 12]]","[297, 552, 279]","[[10, 13], [1, 23], [17, 11]]","[297, 528, 256]","[[12, 11], [3, 23], [18, 12]]","[251, 530, 281]"
sim1_1073,intermediate_case1,D,"[[9, 10], [15, 12], [17, 5]]","[224, 278, 112]","[[8, 9], [17, 12], [17, 6]]","[199, 280, 136]","[[3, 5], [10, 4], [11, 1]]","[98, 81, 10]","[[8, 10], [17, 10], [18, 5]]","[223, 232, 113]"
sim1_1074,intermediate_case1,D,"[[2, 16], [7, 10], [8, 8]]","[361, 222, 175]","[[1, 17], [9, 12], [10, 8]]","[384, 272, 177]","[[2, 16], [7, 10], [8, 9]]","[361, 222, 199]","[[6, 23], [14, 17], [15, 16]]","[533, 397, 374]"
sim1_1075,intermediate_case1,D,"[[15, 17], [22, 2], [4, 1]]","[398, 45, 3]","[[13, 15], [22, 3], [2, 1]]","[348, 69, 1]","[[14, 15], [22, 2], [3, 2]]","[349, 45, 26]","[[13, 17], [23, 2], [3, 1]]","[396, 46, 2]"
sim1_1076,intermediate_case1,A,"[[12, 1], [12, 9], [4, 6]]","[11, 203, 123]","[[13, 2], [12, 10], [2, 8]]","[36, 227, 169]","[[13, 2], [11, 9], [4, 8]]","[36, 202, 171]","[[14, 1], [13, 10], [2, 6]]","[13, 228, 121]"
sim1_1077,intermediate_case1,D,"[[3, 5], [4, 5], [8, 6]]","[98, 99, 127]","[[2, 4], [3, 4], [8, 6]]","[73, 74, 127]","[[2, 4], [4, 4], [6, 6]]","[73, 75, 125]","[[1, 5], [3, 4], [7, 6]]","[96, 74, 126]"
sim1_1078,intermediate_case1,A,"[[6, 2], [9, 1], [4, 3]]","[29, 8, 51]","[[12, 9], [17, 5], [10, 10]]","[203, 112, 225]","[[12, 7], [17, 6], [12, 9]]","[155, 136, 203]","[[5, 1], [10, 1], [4, 3]]","[4, 9, 51]"
sim1_1079,intermediate_case1,D,"[[3, 5], [11, 3], [13, 4]]","[98, 58, 84]","[[2, 4], [12, 5], [14, 3]]","[73, 107, 61]","[[4, 4], [12, 5], [14, 3]]","[75, 107, 61]","[[4, 4], [12, 5], [13, 3]]","[75, 107, 60]"
sim1_108,intermediate_case1,C,"[[17, 5], [4, 20], [10, 11]]","[112, 459, 249]","[[19, 6], [2, 22], [10, 12]]","[138, 505, 273]","[[18, 6], [3, 21], [10, 13]]","[137, 482, 297]","[[17, 5], [3, 22], [12, 11]]","[112, 506, 251]"
sim1_1080,intermediate_case1,C,"[[8, 3], [8, 12], [3, 6]]","[55, 271, 122]","[[9, 2], [6, 11], [4, 6]]","[32, 245, 123]","[[8, 2], [7, 11], [5, 8]]","[31, 246, 172]","[[10, 2], [7, 10], [5, 8]]","[33, 222, 172]"
sim1_1081,intermediate_case1,C,"[[11, 14], [23, 18], [11, 3]]","[322, 430, 58]","[[11, 14], [24, 16], [11, 4]]","[322, 383, 82]","[[11, 14], [23, 17], [13, 2]]","[322, 406, 36]","[[11, 14], [24, 17], [11, 2]]","[322, 407, 34]"
sim1_1082,intermediate_case1,C,"[[3, 14], [13, 18], [23, 9]]","[314, 420, 214]","[[4, 15], [11, 17], [21, 9]]","[339, 394, 212]","[[3, 15], [13, 18], [23, 9]]","[338, 420, 214]","[[3, 14], [12, 16], [23, 9]]","[314, 371, 214]"
sim1_1083,intermediate_case1,D,"[[5, 16], [14, 16], [12, 13]]","[364, 373, 299]","[[6, 14], [13, 16], [12, 12]]","[317, 372, 275]","[[4, 14], [15, 16], [13, 14]]","[315, 374, 324]","[[5, 16], [13, 17], [13, 13]]","[364, 396, 300]"
sim1_1084,intermediate_case1,D,"[[14, 13], [1, 15], [14, 4]]","[301, 336, 85]","[[15, 12], [3, 15], [12, 3]]","[278, 338, 59]","[[13, 12], [2, 17], [12, 4]]","[276, 385, 83]","[[14, 12], [3, 16], [14, 4]]","[277, 362, 85]"
