trial_id,mode,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
sim1_case100_1,logic,D,"[[23, 14], [20, 15], [1, 19]]","[334, 355, 432]","[[23, 14], [20, 16], [2, 20]]","[334, 379, 457]","[[23, 12], [20, 14], [2, 20]]","[286, 331, 457]","[[24, 13], [22, 15], [1, 21]]","[311, 357, 480]"
sim1_case1010_1,logic,C,"[[14, 22], [3, 6], [1, 21]]","[517, 122, 480]","[[13, 24], [3, 7], [2, 21]]","[564, 146, 481]","[[13, 24], [1, 6], [1, 20]]","[564, 120, 456]","[[12, 24], [3, 7], [2, 20]]","[563, 146, 457]"
sim1_case1011_1,logic,A,"[[1, 13], [18, 24], [1, 12]]","[288, 569, 264]","[[2, 14], [19, 24], [3, 12]]","[313, 570, 266]","[[3, 13], [18, 23], [3, 12]]","[290, 545, 266]","[[1, 13], [17, 24], [1, 11]]","[288, 568, 240]"
sim1_case1012_1,logic,B,"[[11, 1], [11, 4], [3, 4]]","[10, 82, 74]","[[12, 1], [12, 5], [4, 6]]","[11, 107, 123]","[[17, 6], [17, 12], [11, 10]]","[136, 280, 226]","[[17, 6], [17, 12], [10, 10]]","[136, 280, 225]"
sim1_case1013_1,logic,D,"[[6, 19], [11, 6], [17, 18]]","[437, 130, 424]","[[8, 19], [10, 4], [17, 19]]","[439, 81, 448]","[[8, 18], [11, 4], [17, 19]]","[415, 82, 448]","[[7, 18], [11, 5], [18, 18]]","[414, 106, 425]"
sim1_case1014_1,logic,D,"[[24, 12], [1, 21], [23, 6]]","[287, 480, 142]","[[23, 13], [1, 21], [23, 7]]","[310, 480, 166]","[[23, 12], [3, 22], [24, 7]]","[286, 506, 167]","[[24, 13], [2, 23], [24, 6]]","[311, 529, 143]"
sim1_case1015_1,logic,B,"[[1, 12], [23, 10], [5, 9]]","[264, 238, 196]","[[1, 13], [24, 10], [4, 9]]","[288, 239, 195]","[[1, 14], [23, 11], [3, 9]]","[312, 262, 194]","[[1, 14], [24, 11], [3, 9]]","[312, 263, 194]"
sim1_case1016_1,logic,C,"[[14, 1], [5, 13], [18, 19]]","[13, 292, 449]","[[14, 2], [5, 12], [18, 17]]","[37, 268, 401]","[[13, 1], [5, 12], [20, 18]]","[12, 268, 427]","[[13, 2], [5, 12], [20, 17]]","[36, 268, 403]"
sim1_case1017_1,logic,C,"[[12, 1], [22, 16], [1, 11]]","[11, 381, 240]","[[14, 2], [23, 14], [1, 11]]","[37, 334, 240]","[[13, 1], [24, 15], [1, 10]]","[12, 359, 216]","[[14, 1], [22, 14], [2, 9]]","[13, 333, 193]"
sim1_case1018_1,logic,C,"[[1, 14], [5, 3], [23, 1]]","[312, 52, 22]","[[1, 14], [7, 5], [23, 2]]","[312, 102, 46]","[[1, 13], [6, 3], [23, 1]]","[288, 53, 22]","[[1, 12], [7, 3], [23, 2]]","[264, 54, 46]"
sim1_case1019_1,logic,B,"[[22, 14], [11, 2], [2, 12]]","[333, 34, 265]","[[24, 13], [12, 1], [1, 11]]","[311, 11, 240]","[[22, 14], [13, 2], [2, 10]]","[333, 36, 217]","[[23, 14], [13, 1], [2, 11]]","[334, 12, 241]"
sim1_case101_1,logic,A,"[[7, 18], [18, 2], [18, 1]]","[414, 41, 17]","[[6, 17], [16, 1], [19, 1]]","[389, 15, 18]","[[6, 19], [17, 3], [19, 1]]","[437, 64, 18]","[[8, 18], [16, 3], [19, 1]]","[415, 63, 18]"
sim1_case1020_1,logic,B,"[[24, 14], [2, 3], [8, 8]]","[335, 49, 175]","[[24, 13], [2, 2], [7, 7]]","[311, 25, 150]","[[23, 13], [2, 3], [7, 7]]","[310, 49, 150]","[[24, 12], [2, 1], [8, 7]]","[287, 1, 151]"
sim1_case1021_1,logic,C,"[[2, 13], [1, 5], [4, 15]]","[289, 96, 339]","[[2, 12], [1, 7], [5, 14]]","[265, 144, 316]","[[1, 13], [1, 6], [5, 16]]","[288, 120, 364]","[[2, 13], [2, 5], [6, 15]]","[289, 97, 341]"
sim1_case1022_1,logic,C,"[[14, 23], [3, 23], [2, 17]]","[541, 530, 385]","[[14, 24], [1, 22], [1, 16]]","[565, 504, 360]","[[13, 24], [1, 23], [1, 17]]","[564, 528, 384]","[[12, 23], [1, 24], [2, 18]]","[539, 552, 409]"
sim1_case1023_1,logic,B,"[[1, 13], [3, 24], [3, 21]]","[288, 554, 482]","[[1, 13], [2, 24], [1, 22]]","[288, 553, 504]","[[2, 14], [3, 23], [1, 22]]","[313, 530, 504]","[[3, 12], [2, 23], [3, 21]]","[266, 529, 482]"
sim1_case1024_1,logic,D,"[[13, 2], [12, 5], [13, 4]]","[36, 107, 84]","[[13, 1], [13, 5], [13, 4]]","[12, 108, 84]","[[13, 2], [11, 5], [12, 6]]","[36, 106, 131]","[[12, 1], [12, 6], [12, 6]]","[11, 131, 131]"
sim1_case1025_1,logic,A,"[[1, 12], [10, 11], [5, 9]]","[264, 249, 196]","[[1, 13], [9, 12], [5, 9]]","[288, 272, 196]","[[1, 13], [8, 12], [3, 10]]","[288, 271, 218]","[[2, 12], [10, 12], [5, 8]]","[265, 273, 172]"
sim1_case1026_1,logic,C,"[[17, 6], [12, 17], [18, 9]]","[136, 395, 209]","[[12, 1], [7, 13], [13, 2]]","[11, 294, 36]","[[12, 1], [7, 12], [12, 2]]","[11, 270, 35]","[[18, 6], [13, 19], [17, 8]]","[137, 444, 184]"
sim1_case1027_1,logic,A,"[[1, 13], [18, 6], [1, 5]]","[288, 137, 96]","[[1, 14], [17, 5], [2, 7]]","[312, 112, 145]","[[2, 12], [18, 5], [1, 5]]","[265, 113, 96]","[[2, 12], [16, 5], [2, 7]]","[265, 111, 145]"
sim1_case1028_1,logic,C,"[[13, 2], [2, 19], [16, 19]]","[36, 433, 447]","[[12, 1], [1, 19], [16, 17]]","[11, 432, 399]","[[13, 1], [1, 18], [18, 18]]","[12, 408, 425]","[[13, 2], [2, 19], [16, 17]]","[36, 433, 399]"
sim1_case1029_1,logic,B,"[[13, 2], [18, 1], [2, 16]]","[36, 17, 361]","[[13, 1], [18, 1], [1, 16]]","[12, 17, 360]","[[14, 1], [16, 2], [2, 15]]","[13, 39, 337]","[[14, 1], [17, 2], [1, 17]]","[13, 40, 384]"
sim1_case102_1,logic,D,"[[11, 1], [10, 11], [8, 10]]","[10, 249, 223]","[[17, 6], [17, 19], [15, 14]]","[136, 448, 326]","[[19, 6], [18, 17], [14, 15]]","[138, 401, 349]","[[12, 1], [11, 12], [10, 9]]","[11, 274, 201]"
sim1_case1030_1,logic,B,"[[2, 12], [15, 7], [23, 16]]","[265, 158, 382]","[[1, 13], [15, 7], [24, 15]]","[288, 158, 359]","[[2, 13], [16, 9], [23, 16]]","[289, 207, 382]","[[2, 13], [14, 8], [24, 14]]","[289, 181, 335]"
sim1_case1031_1,logic,A,"[[24, 13], [23, 1], [1, 17]]","[311, 22, 384]","[[22, 12], [22, 2], [1, 16]]","[285, 45, 360]","[[22, 13], [22, 2], [2, 17]]","[309, 45, 385]","[[24, 14], [24, 1], [2, 16]]","[335, 23, 361]"
sim1_case1032_1,logic,B,"[[23, 13], [1, 3], [20, 2]]","[310, 48, 43]","[[24, 13], [1, 4], [20, 1]]","[311, 72, 19]","[[24, 14], [2, 3], [21, 1]]","[335, 49, 20]","[[24, 12], [1, 5], [19, 1]]","[287, 96, 18]"
sim1_case1033_1,logic,A,"[[1, 13], [5, 17], [17, 22]]","[288, 388, 520]","[[2, 14], [7, 17], [17, 20]]","[313, 390, 472]","[[2, 14], [6, 16], [18, 22]]","[313, 365, 521]","[[1, 14], [6, 16], [17, 20]]","[312, 365, 472]"
sim1_case1034_1,logic,B,"[[13, 22], [2, 15], [2, 8]]","[516, 337, 169]","[[13, 24], [1, 14], [1, 8]]","[564, 312, 168]","[[14, 24], [2, 14], [2, 8]]","[565, 313, 169]","[[12, 24], [2, 15], [2, 9]]","[563, 337, 193]"
sim1_case1035_1,logic,C,"[[2, 14], [20, 20], [10, 6]]","[313, 475, 129]","[[1, 14], [20, 20], [9, 6]]","[312, 475, 128]","[[1, 13], [19, 22], [8, 7]]","[288, 522, 151]","[[1, 12], [19, 22], [10, 7]]","[264, 522, 153]"
sim1_case1036_1,logic,D,"[[23, 14], [24, 6], [18, 23]]","[334, 143, 545]","[[22, 14], [24, 6], [16, 23]]","[333, 143, 543]","[[23, 14], [23, 5], [17, 23]]","[334, 118, 544]","[[24, 13], [24, 5], [17, 24]]","[311, 119, 568]"
sim1_case1037_1,logic,B,"[[1, 10], [13, 11], [12, 6]]","[216, 252, 131]","[[1, 12], [12, 12], [12, 7]]","[264, 275, 155]","[[6, 18], [17, 19], [17, 12]]","[413, 448, 280]","[[2, 11], [12, 11], [13, 8]]","[241, 251, 180]"
sim1_case1038_1,logic,B,"[[23, 14], [8, 24], [23, 4]]","[334, 559, 94]","[[24, 13], [8, 24], [24, 3]]","[311, 559, 71]","[[23, 12], [7, 22], [23, 2]]","[286, 510, 46]","[[24, 12], [9, 24], [24, 4]]","[287, 560, 95]"
sim1_case1039_1,logic,D,"[[1, 14], [22, 15], [13, 1]]","[312, 357, 12]","[[3, 13], [23, 13], [11, 2]]","[290, 310, 34]","[[2, 14], [22, 15], [11, 2]]","[313, 357, 34]","[[1, 13], [24, 14], [12, 1]]","[288, 335, 11]"
sim1_case103_1,logic,D,"[[3, 14], [23, 14], [9, 2]]","[314, 334, 32]","[[1, 12], [23, 12], [8, 2]]","[264, 286, 31]","[[2, 12], [23, 12], [7, 1]]","[265, 286, 6]","[[1, 13], [24, 13], [8, 1]]","[288, 311, 7]"
sim1_case1040_1,logic,B,"[[14, 1], [2, 16], [23, 2]]","[13, 361, 46]","[[13, 1], [1, 17], [24, 1]]","[12, 384, 23]","[[13, 3], [1, 16], [23, 2]]","[60, 360, 46]","[[12, 2], [2, 18], [23, 2]]","[35, 409, 46]"
sim1_case1041_1,logic,B,"[[14, 2], [19, 7], [2, 5]]","[37, 162, 97]","[[13, 1], [19, 7], [1, 6]]","[12, 162, 120]","[[12, 2], [17, 7], [1, 5]]","[35, 160, 96]","[[14, 1], [19, 6], [2, 6]]","[13, 138, 121]"
sim1_case1042_1,logic,D,"[[1, 13], [5, 2], [23, 15]]","[288, 28, 358]","[[2, 12], [7, 1], [24, 13]]","[265, 6, 311]","[[3, 12], [6, 2], [24, 13]]","[266, 29, 311]","[[1, 13], [6, 1], [24, 14]]","[288, 5, 335]"
sim1_case1043_1,logic,A,"[[24, 13], [3, 8], [1, 21]]","[311, 170, 480]","[[23, 13], [4, 8], [1, 20]]","[310, 171, 456]","[[23, 13], [2, 9], [2, 21]]","[310, 193, 481]","[[24, 12], [4, 10], [1, 22]]","[287, 219, 504]"
sim1_case1044_1,logic,B,"[[22, 12], [2, 4], [15, 2]]","[285, 73, 38]","[[24, 13], [1, 5], [14, 1]]","[311, 96, 13]","[[22, 13], [2, 4], [13, 1]]","[309, 73, 12]","[[22, 14], [1, 4], [13, 1]]","[333, 72, 12]"
sim1_case1045_1,logic,B,"[[2, 12], [2, 17], [2, 23]]","[265, 385, 529]","[[1, 13], [1, 16], [2, 24]]","[288, 360, 553]","[[1, 12], [1, 15], [1, 23]]","[264, 336, 528]","[[1, 13], [2, 15], [3, 24]]","[288, 337, 554]"
sim1_case1046_1,logic,D,"[[14, 23], [2, 14], [7, 8]]","[541, 313, 174]","[[12, 24], [2, 14], [6, 6]]","[563, 313, 125]","[[14, 24], [1, 14], [6, 8]]","[565, 312, 173]","[[13, 24], [1, 13], [5, 7]]","[564, 288, 148]"
sim1_case1047_1,logic,D,"[[1, 12], [14, 23], [2, 6]]","[264, 541, 121]","[[2, 12], [15, 24], [1, 6]]","[265, 566, 120]","[[1, 12], [13, 23], [2, 6]]","[264, 540, 121]","[[1, 13], [14, 24], [1, 5]]","[288, 565, 96]"
sim1_case1048_1,logic,B,"[[24, 12], [23, 2], [24, 21]]","[287, 46, 503]","[[24, 13], [23, 2], [23, 22]]","[311, 46, 526]","[[24, 12], [22, 3], [22, 22]]","[287, 69, 525]","[[24, 12], [21, 1], [23, 20]]","[287, 20, 478]"
sim1_case1049_1,logic,A,"[[13, 24], [18, 22], [24, 1]]","[564, 521, 23]","[[12, 23], [18, 22], [23, 2]]","[539, 521, 46]","[[14, 24], [16, 23], [23, 1]]","[565, 543, 22]","[[14, 24], [17, 23], [23, 1]]","[565, 544, 22]"
sim1_case104_1,logic,C,"[[14, 2], [2, 7], [21, 2]]","[37, 145, 44]","[[12, 1], [1, 7], [21, 4]]","[11, 144, 92]","[[13, 1], [1, 6], [21, 3]]","[12, 120, 68]","[[12, 2], [2, 5], [21, 3]]","[35, 97, 68]"
sim1_case1050_1,logic,C,"[[23, 12], [4, 24], [21, 17]]","[286, 555, 404]","[[24, 14], [2, 24], [21, 17]]","[335, 553, 404]","[[24, 13], [3, 24], [22, 18]]","[311, 554, 429]","[[23, 13], [2, 23], [21, 19]]","[310, 529, 452]"
sim1_case1051_1,logic,D,"[[2, 13], [23, 1], [23, 3]]","[289, 22, 70]","[[1, 12], [23, 1], [22, 5]]","[264, 22, 117]","[[2, 12], [23, 3], [22, 5]]","[265, 70, 117]","[[1, 13], [24, 2], [22, 3]]","[288, 47, 69]"
sim1_case1052_1,logic,D,"[[14, 1], [1, 2], [20, 11]]","[13, 24, 259]","[[14, 2], [2, 1], [20, 11]]","[37, 1, 259]","[[14, 1], [2, 1], [19, 10]]","[13, 1, 234]","[[13, 1], [1, 1], [21, 10]]","[12, 0, 236]"
sim1_case1053_1,logic,A,"[[13, 1], [17, 8], [1, 5]]","[12, 184, 96]","[[12, 1], [15, 7], [2, 6]]","[11, 158, 121]","[[14, 1], [17, 7], [1, 6]]","[13, 160, 120]","[[12, 1], [15, 9], [2, 6]]","[11, 206, 121]"
sim1_case1054_1,logic,A,"[[1, 13], [15, 1], [24, 2]]","[288, 14, 47]","[[2, 14], [16, 2], [24, 3]]","[313, 39, 71]","[[3, 12], [14, 1], [23, 2]]","[266, 13, 46]","[[2, 12], [14, 1], [23, 3]]","[265, 13, 70]"
sim1_case1055_1,logic,B,"[[23, 12], [6, 3], [1, 23]]","[286, 53, 528]","[[24, 13], [6, 3], [1, 24]]","[311, 53, 552]","[[23, 13], [5, 4], [2, 23]]","[310, 76, 529]","[[23, 14], [6, 3], [1, 23]]","[334, 53, 528]"
sim1_case1056_1,logic,C,"[[23, 14], [4, 9], [13, 9]]","[334, 195, 204]","[[24, 14], [3, 11], [15, 7]]","[335, 242, 158]","[[24, 13], [2, 10], [14, 7]]","[311, 217, 157]","[[24, 12], [4, 10], [14, 9]]","[287, 219, 205]"
sim1_case1057_1,logic,D,"[[1, 12], [1, 11], [12, 22]]","[264, 240, 515]","[[1, 12], [2, 11], [12, 23]]","[264, 241, 539]","[[1, 14], [2, 11], [14, 23]]","[312, 241, 541]","[[1, 13], [1, 12], [13, 23]]","[288, 264, 540]"
sim1_case1058_1,logic,A,"[[13, 24], [1, 19], [1, 24]]","[564, 432, 552]","[[13, 24], [2, 18], [2, 24]]","[564, 409, 553]","[[14, 24], [1, 20], [2, 23]]","[565, 456, 529]","[[14, 23], [2, 19], [2, 24]]","[541, 433, 553]"
sim1_case1059_1,logic,D,"[[2, 14], [23, 19], [4, 8]]","[313, 454, 171]","[[2, 14], [23, 20], [6, 6]]","[313, 478, 125]","[[2, 14], [23, 18], [6, 7]]","[313, 430, 149]","[[1, 13], [22, 20], [4, 7]]","[288, 477, 147]"
sim1_case105_1,logic,B,"[[14, 1], [21, 17], [10, 19]]","[13, 404, 441]","[[13, 1], [22, 16], [8, 20]]","[12, 381, 463]","[[12, 1], [20, 15], [8, 21]]","[11, 355, 487]","[[14, 2], [20, 16], [10, 19]]","[37, 379, 441]"
sim1_case1060_1,logic,D,"[[18, 6], [8, 13], [6, 18]]","[137, 295, 413]","[[17, 7], [9, 14], [4, 19]]","[160, 320, 435]","[[19, 6], [8, 14], [4, 19]]","[138, 319, 435]","[[18, 7], [10, 13], [5, 18]]","[161, 297, 412]"
sim1_case1061_1,logic,D,"[[12, 23], [16, 6], [23, 12]]","[539, 135, 286]","[[14, 23], [14, 6], [23, 11]]","[541, 133, 262]","[[13, 23], [14, 4], [23, 11]]","[540, 85, 262]","[[13, 24], [16, 5], [24, 11]]","[564, 111, 263]"
sim1_case1062_1,logic,D,"[[18, 6], [10, 16], [11, 12]]","[137, 369, 274]","[[13, 1], [4, 8], [5, 4]]","[12, 171, 76]","[[13, 2], [2, 8], [3, 6]]","[36, 169, 122]","[[12, 1], [3, 10], [5, 5]]","[11, 218, 100]"
sim1_case1063_1,logic,B,"[[1, 14], [23, 18], [5, 5]]","[312, 430, 100]","[[1, 13], [24, 18], [5, 3]]","[288, 431, 52]","[[2, 12], [24, 19], [5, 3]]","[265, 455, 52]","[[1, 14], [24, 19], [5, 3]]","[312, 455, 52]"
sim1_case1064_1,logic,B,"[[12, 2], [1, 23], [23, 13]]","[35, 528, 310]","[[13, 1], [1, 22], [24, 13]]","[12, 504, 311]","[[12, 1], [2, 23], [24, 14]]","[11, 529, 335]","[[13, 1], [2, 22], [23, 12]]","[12, 505, 286]"
sim1_case1065_1,logic,A,"[[13, 1], [21, 18], [1, 10]]","[12, 428, 216]","[[12, 1], [21, 17], [1, 9]]","[11, 404, 192]","[[12, 2], [19, 18], [2, 11]]","[35, 426, 241]","[[13, 2], [21, 17], [2, 11]]","[36, 404, 241]"
sim1_case1066_1,logic,D,"[[1, 12], [7, 2], [24, 10]]","[264, 30, 239]","[[3, 13], [9, 1], [23, 10]]","[290, 8, 238]","[[3, 13], [7, 2], [24, 12]]","[290, 30, 287]","[[1, 13], [8, 1], [24, 11]]","[288, 7, 263]"
sim1_case1067_1,logic,B,"[[22, 14], [14, 2], [2, 24]]","[333, 37, 553]","[[24, 13], [14, 1], [1, 24]]","[311, 13, 552]","[[24, 14], [15, 2], [1, 23]]","[335, 38, 528]","[[24, 13], [13, 1], [2, 24]]","[311, 12, 553]"
sim1_case1068_1,logic,D,"[[23, 14], [1, 22], [8, 8]]","[334, 504, 175]","[[23, 13], [2, 22], [9, 8]]","[310, 505, 176]","[[23, 12], [2, 21], [9, 10]]","[286, 481, 224]","[[24, 13], [1, 21], [9, 8]]","[311, 480, 176]"
sim1_case1069_1,logic,B,"[[2, 12], [2, 19], [11, 22]]","[265, 433, 514]","[[1, 13], [1, 18], [11, 24]]","[288, 408, 562]","[[2, 12], [2, 18], [10, 24]]","[265, 409, 561]","[[1, 14], [1, 17], [10, 22]]","[312, 384, 513]"
sim1_case106_1,logic,B,"[[1, 14], [21, 10], [24, 22]]","[312, 236, 527]","[[1, 13], [20, 8], [24, 21]]","[288, 187, 503]","[[1, 12], [21, 8], [24, 20]]","[264, 188, 479]","[[1, 12], [19, 10], [23, 22]]","[264, 234, 526]"
sim1_case1070_1,logic,A,"[[13, 24], [1, 5], [1, 22]]","[564, 96, 504]","[[13, 24], [2, 6], [1, 23]]","[564, 121, 528]","[[13, 22], [2, 6], [1, 21]]","[516, 121, 480]","[[12, 22], [2, 5], [1, 23]]","[515, 97, 528]"
sim1_case1071_1,logic,B,"[[3, 12], [3, 24], [2, 22]]","[266, 554, 505]","[[1, 13], [4, 24], [1, 23]]","[288, 555, 528]","[[1, 14], [5, 23], [1, 24]]","[312, 532, 552]","[[3, 12], [4, 23], [2, 24]]","[266, 531, 553]"
sim1_case1072_1,logic,B,"[[10, 2], [13, 4], [4, 12]]","[33, 84, 267]","[[12, 1], [12, 3], [3, 12]]","[11, 59, 266]","[[10, 2], [12, 2], [2, 11]]","[33, 35, 241]","[[17, 6], [17, 8], [10, 18]]","[136, 184, 417]"
sim1_case1073_1,logic,A,"[[7, 18], [18, 4], [18, 2]]","[414, 89, 41]","[[7, 16], [18, 3], [18, 2]]","[366, 65, 41]","[[8, 16], [17, 3], [16, 1]]","[367, 64, 15]","[[7, 16], [16, 5], [16, 3]]","[366, 111, 63]"
sim1_case1074_1,logic,B,"[[23, 14], [4, 23], [23, 9]]","[334, 531, 214]","[[24, 13], [5, 24], [24, 9]]","[311, 556, 215]","[[22, 12], [4, 23], [24, 8]]","[285, 531, 191]","[[24, 13], [5, 23], [23, 10]]","[311, 532, 238]"
sim1_case1075_1,logic,B,"[[2, 14], [20, 17], [2, 9]]","[313, 403, 193]","[[1, 13], [22, 17], [3, 7]]","[288, 405, 146]","[[2, 13], [21, 16], [4, 7]]","[289, 380, 147]","[[2, 14], [22, 17], [4, 9]]","[313, 405, 195]"
sim1_case1076_1,logic,D,"[[14, 1], [10, 9], [20, 12]]","[13, 201, 283]","[[12, 1], [8, 8], [20, 12]]","[11, 175, 283]","[[12, 1], [10, 8], [19, 10]]","[11, 177, 234]","[[13, 1], [8, 9], [21, 11]]","[12, 199, 260]"
sim1_case1077_1,logic,A,"[[13, 1], [22, 8], [1, 1]]","[12, 189, 0]","[[14, 2], [22, 9], [2, 1]]","[37, 213, 1]","[[12, 2], [22, 7], [2, 1]]","[35, 165, 1]","[[13, 2], [20, 7], [2, 2]]","[36, 163, 25]"
sim1_case1078_1,logic,C,"[[1, 14], [9, 3], [24, 19]]","[312, 56, 455]","[[2, 13], [10, 3], [23, 17]]","[289, 57, 406]","[[1, 13], [10, 1], [24, 18]]","[288, 9, 431]","[[2, 14], [10, 3], [23, 17]]","[313, 57, 406]"
sim1_case1079_1,logic,C,"[[24, 14], [20, 11], [2, 10]]","[335, 259, 217]","[[23, 13], [18, 10], [2, 10]]","[310, 233, 217]","[[24, 13], [19, 9], [1, 11]]","[311, 210, 240]","[[23, 14], [18, 9], [1, 10]]","[334, 209, 216]"
sim1_case107_1,logic,B,"[[24, 14], [17, 1], [2, 22]]","[335, 16, 505]","[[24, 13], [16, 1], [1, 22]]","[311, 15, 504]","[[23, 13], [17, 1], [1, 23]]","[310, 16, 528]","[[24, 12], [17, 3], [2, 21]]","[287, 64, 481]"
sim1_case1080_1,logic,B,"[[24, 14], [7, 22], [3, 2]]","[335, 510, 26]","[[24, 13], [6, 23], [4, 1]]","[311, 533, 3]","[[23, 13], [7, 24], [5, 2]]","[310, 558, 28]","[[23, 14], [7, 24], [5, 2]]","[334, 558, 28]"
sim1_case1081_1,logic,A,"[[1, 13], [1, 6], [22, 24]]","[288, 120, 573]","[[1, 12], [2, 5], [21, 23]]","[264, 97, 548]","[[2, 12], [1, 5], [21, 24]]","[265, 96, 572]","[[2, 14], [1, 5], [21, 23]]","[313, 96, 548]"
sim1_case1082_1,logic,A,"[[13, 24], [5, 8], [1, 16]]","[564, 172, 360]","[[13, 23], [7, 9], [1, 17]]","[540, 198, 384]","[[14, 23], [6, 9], [1, 15]]","[541, 197, 336]","[[13, 23], [6, 7], [1, 17]]","[540, 149, 384]"
sim1_case1083_1,logic,B,"[[3, 14], [13, 24], [1, 1]]","[314, 564, 0]","[[1, 13], [12, 24], [1, 2]]","[288, 563, 24]","[[1, 12], [12, 24], [2, 3]]","[264, 563, 49]","[[3, 13], [11, 22], [2, 3]]","[290, 514, 49]"
sim1_case1084_1,logic,C,"[[24, 14], [21, 3], [18, 24]]","[335, 68, 569]","[[23, 14], [19, 4], [20, 23]]","[334, 90, 547]","[[24, 13], [21, 4], [19, 24]]","[311, 92, 570]","[[24, 14], [21, 5], [20, 24]]","[335, 116, 571]"
sim1_case1085_1,logic,C,"[[14, 24], [23, 3], [17, 1]]","[565, 70, 16]","[[12, 24], [24, 5], [17, 3]]","[563, 119, 64]","[[13, 24], [24, 4], [17, 2]]","[564, 95, 40]","[[12, 23], [23, 3], [16, 1]]","[539, 70, 15]"
sim1_case1086_1,logic,B,"[[19, 7], [6, 17], [12, 14]]","[162, 389, 323]","[[12, 1], [1, 12], [8, 9]]","[11, 264, 199]","[[19, 6], [6, 17], [14, 14]]","[138, 389, 325]","[[13, 2], [2, 12], [7, 10]]","[36, 265, 222]"
sim1_case1087_1,logic,A,"[[1, 13], [24, 18], [18, 1]]","[288, 431, 17]","[[1, 12], [23, 19], [18, 2]]","[264, 454, 41]","[[1, 12], [23, 18], [17, 2]]","[264, 430, 40]","[[1, 13], [23, 18], [17, 2]]","[288, 430, 40]"
sim1_case1088_1,logic,C,"[[12, 3], [2, 12], [23, 1]]","[59, 265, 22]","[[13, 1], [1, 10], [24, 2]]","[12, 216, 47]","[[13, 1], [1, 11], [24, 1]]","[12, 240, 23]","[[13, 1], [2, 10], [23, 1]]","[12, 217, 22]"
sim1_case1089_1,logic,B,"[[12, 2], [20, 23], [1, 12]]","[35, 547, 264]","[[13, 1], [20, 23], [1, 11]]","[12, 547, 240]","[[12, 1], [20, 23], [2, 12]]","[11, 547, 265]","[[14, 1], [20, 22], [2, 11]]","[13, 523, 241]"
