maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2,case_type,move_dominant_agents,move_type
165,9,000,0,B,0,0,,,rulemap
166,10,000,0,S,0,0,,,rulemap
167,10,000,0,A,0,0,,,rulemap
168,10,000,0,B,0,0,,,rulemap
169,9,000,0,S,0,0,,,rulemap
170,8,000,0,A,0,0,,,rulemap
171,8,000,0,B,0,0,,,rulemap
172,7,000,0,S,0,0,,,rulemap
173,9,000,0,A,0,0,,,rulemap
174,10,000,0,B,0,0,,,rulemap
175,9,000,0,S,0,0,,,rulemap
176,8,000,0,A,0,0,,,rulemap
177,9,000,0,B,0,0,,,rulemap
178,7,000,0,S,0,0,,,rulemap
179,9,000,0,A,0,0,,,rulemap
180,10,000,0,B,0,0,,,rulemap
181,8,000,0,S,0,0,,,rulemap
182,8,000,0,A,0,0,,,rulemap
183,9,000,0,B,0,0,,,rulemap
184,8,000,0,S,0,0,,,rulemap
185,10,000,0,A,0,0,,,rulemap
186,8,000,0,B,0,0,,,rulemap
187,10,000,0,S,0,0,,,rulemap
188,10,000,0,A,0,0,,,rulemap
189,10,000,0,B,0,0,,,rulemap
190,8,000,0,S,0,0,,,rulemap
191,7,000,0,A,0,0,,,rulemap
192,10,000,0,B,0,0,,,rulemap
193,8,000,0,S,0,0,,,rulemap
194,7,000,0,A,0,0,,,rulemap
195,10,000,0,B,0,0,,,rulemap
196,9,000,0,S,0,0,,,rulemap
197,7,000,0,A,0,0,,,rulemap
198,9,000,0,B,0,0,,,rulemap
199,10,000,0,S,0,0,,,rulemap
200,10,000,0,A,0,0,,,rulemap
201,7,000,0,B,0,0,,,rulemap
202,10,000,0,S,0,0,,,rulemap
203,10,000,0,A,0,0,,,rulemap
204,9,000,0,B,0,0,,,rulemap
205,8,000,0,S,0,0,,,rulemap
206,8,000,0,A,0,0,,,rulemap
207,9,000,0,B,0,0,,,rulemap
208,10,000,0,S,0,0,,,rulemap
209,7,000,0,A,0,0,,,rulemap
210,8,000,0,B,0,0,,,rulemap
211,7,000,0,S,0,0,,,rulemap
212,8,000,0,A,0,0,,,rulemap
213,10,000,0,B,0,0,,,rulemap
214,10,000,0,S,0,0,,,rulemap
215,10,000,0,A,0,0,,,rulemap
216,10,000,0,B,0,0,,,rulemap
217,10,000,0,S,0,0,,,rulemap
218,10,000,0,A,0,0,,,rulemap
219,10,000,0,B,0,0,,,rulemap
220,9,000,0,S,0,0,,,rulemap
221,7,000,0,A,0,0,,,rulemap
222,8,000,0,B,0,0,,,rulemap
223,9,000,0,S,0,0,,,rulemap
224,9,000,0,A,0,0,,,rulemap
225,10,000,0,B,0,0,,,rulemap
226,8,000,0,S,0,0,,,rulemap
227,9,000,0,A,0,0,,,rulemap
228,7,000,0,B,0,0,,,rulemap
229,9,000,0,S,0,0,,,rulemap
230,8,000,0,A,0,0,,,rulemap
231,8,000,0,B,0,0,,,rulemap
232,9,000,0,S,0,0,,,rulemap
233,7,000,0,A,0,0,,,rulemap
234,7,000,0,B,0,0,,,rulemap
235,9,000,0,S,0,0,,,rulemap
236,10,000,0,A,0,0,,,rulemap
237,10,000,0,B,0,0,,,rulemap
238,10,000,0,S,0,0,,,rulemap
239,7,000,0,A,0,0,,,rulemap
240,9,000,0,B,0,0,,,rulemap
241,9,000,0,S,0,0,,,rulemap
242,10,000,0,A,0,0,,,rulemap
243,7,000,0,B,0,0,,,rulemap
244,10,000,0,S,0,0,,,rulemap
245,9,000,0,A,0,0,,,rulemap
246,10,000,0,B,0,0,,,rulemap
247,7,000,0,S,0,0,,,rulemap
248,10,000,0,A,0,0,,,rulemap
249,10,000,0,B,0,0,,,rulemap
250,10,000,0,S,0,0,,,rulemap
251,8,000,0,A,0,0,,,rulemap
252,7,000,0,B,0,0,,,rulemap
253,7,000,0,S,0,0,,,rulemap
254,9,000,0,A,0,0,,,rulemap
255,10,000,0,B,0,0,,,rulemap
256,9,000,0,S,0,0,,,rulemap
257,8,000,0,A,0,0,,,rulemap
258,10,000,0,B,0,0,,,rulemap
259,8,000,0,S,0,0,,,rulemap
260,9,000,0,A,0,0,,,rulemap
261,9,000,0,B,0,0,,,rulemap
262,10,000,0,S,0,0,,,rulemap
263,10,000,0,A,0,0,,,rulemap
264,8,000,0,B,0,0,,,rulemap
265,9,000,0,S,0,0,,,rulemap
266,10,000,0,A,0,0,,,rulemap
267,10,000,0,B,0,0,,,rulemap
268,10,000,0,S,0,0,,,rulemap
269,8,000,0,A,0,0,,,rulemap
270,8,000,0,B,0,0,,,rulemap
271,10,000,0,S,0,0,,,rulemap
272,9,000,0,A,0,0,,,rulemap
273,8,000,0,B,0,0,,,rulemap
274,8,000,0,S,0,0,,,rulemap
275,8,000,0,A,0,0,,,rulemap
276,9,000,0,B,0,0,,,rulemap
277,9,000,0,S,0,0,,,rulemap
278,9,000,0,A,0,0,,,rulemap
279,10,000,0,B,0,0,,,rulemap
280,10,000,0,S,0,0,,,rulemap
281,10,000,0,A,0,0,,,rulemap
282,8,000,0,B,0,0,,,rulemap
283,7,000,0,S,0,0,,,rulemap
284,9,000,0,A,0,0,,,rulemap
285,8,000,0,B,0,0,,,rulemap
286,10,000,0,S,0,0,,,rulemap
287,10,000,0,A,0,0,,,rulemap
288,9,000,0,B,0,0,,,rulemap
289,9,000,0,S,0,0,,,rulemap
290,10,000,0,A,0,0,,,rulemap
291,8,000,0,B,0,0,,,rulemap
292,10,000,0,S,0,0,,,rulemap
293,9,000,0,A,0,0,,,rulemap
294,10,000,0,B,0,0,,,rulemap
295,10,000,0,S,0,0,,,rulemap
296,9,000,0,A,0,0,,,rulemap
297,8,000,0,B,0,0,,,rulemap
298,7,000,0,S,0,0,,,rulemap
299,10,000,0,A,0,0,,,rulemap
300,8,000,0,B,0,0,,,rulemap
301,10,000,0,S,0,0,,,rulemap
302,9,000,0,A,0,0,,,rulemap
303,10,000,0,B,0,0,,,rulemap
304,9,000,0,S,0,0,,,rulemap
305,10,000,0,A,0,0,,,rulemap
306,8,000,0,B,0,0,,,rulemap
307,10,000,0,S,0,0,,,rulemap
308,7,000,0,A,0,0,,,rulemap
309,7,000,0,B,0,0,,,rulemap
310,10,000,0,S,0,0,,,rulemap
311,10,000,0,A,0,0,,,rulemap
312,10,000,0,B,0,0,,,rulemap
313,9,000,0,S,0,0,,,rulemap
314,10,000,0,A,0,0,,,rulemap
315,10,000,0,B,0,0,,,rulemap
316,8,000,0,S,0,0,,,rulemap
317,8,000,0,A,0,0,,,rulemap
318,8,000,0,B,0,0,,,rulemap
319,10,000,0,S,0,0,,,rulemap
320,10,000,0,A,0,0,,,rulemap
321,7,000,0,B,0,0,,,rulemap
322,10,000,0,S,0,0,,,rulemap
323,10,000,0,A,0,0,,,rulemap
324,7,000,0,B,0,0,,,rulemap
325,10,000,0,S,0,0,,,rulemap
326,9,000,0,A,0,0,,,rulemap
327,10,000,0,B,0,0,,,rulemap
328,10,000,0,S,0,0,,,rulemap
329,8,000,0,A,0,0,,,rulemap
330,9,000,0,B,0,0,,,rulemap
331,10,000,0,S,0,0,,,rulemap
332,10,000,0,A,0,0,,,rulemap
333,7,000,0,B,0,0,,,rulemap
334,9,000,0,S,0,0,,,rulemap
335,9,000,0,A,0,0,,,rulemap
336,10,000,0,B,0,0,,,rulemap
337,7,000,0,S,0,0,,,rulemap
338,10,000,0,A,0,0,,,rulemap
339,8,000,0,B,0,0,,,rulemap
340,9,000,0,S,0,0,,,rulemap
341,10,000,0,A,0,0,,,rulemap
342,8,000,0,B,0,0,,,rulemap
343,9,000,0,S,0,0,,,rulemap
344,10,000,0,A,0,0,,,rulemap
345,10,000,0,B,0,0,,,rulemap
346,9,000,0,S,0,0,,,rulemap
347,10,000,0,A,0,0,,,rulemap
348,10,000,0,B,0,0,,,rulemap
349,8,000,0,S,0,0,,,rulemap
350,10,000,0,A,0,0,,,rulemap
351,10,000,0,B,0,0,,,rulemap
352,9,000,0,S,0,0,,,rulemap
353,8,000,0,A,0,0,,,rulemap
354,10,000,0,B,0,0,,,rulemap
355,9,000,0,S,0,0,,,rulemap
356,7,000,0,A,0,0,,,rulemap
357,7,000,0,B,0,0,,,rulemap
358,7,000,0,S,0,0,,,rulemap
359,9,000,0,A,0,0,,,rulemap
360,10,000,0,B,0,0,,,rulemap
361,8,000,0,S,0,0,,,rulemap
362,10,000,0,A,0,0,,,rulemap
363,10,000,0,B,0,0,,,rulemap
364,9,000,0,S,0,0,,,rulemap
365,10,000,0,A,0,0,,,rulemap
366,8,000,0,B,0,0,,,rulemap
367,8,000,0,S,0,0,,,rulemap
368,10,000,0,A,0,0,,,rulemap
369,10,000,0,B,0,0,,,rulemap
370,8,000,0,S,0,0,,,rulemap
371,8,000,0,A,0,0,,,rulemap
372,10,000,0,B,0,0,,,rulemap
373,10,000,0,S,0,0,,,rulemap
374,8,000,0,A,0,0,,,rulemap
375,10,000,0,B,0,0,,,rulemap
376,7,000,0,S,0,0,,,rulemap
377,8,000,0,A,0,0,,,rulemap
378,7,000,0,B,0,0,,,rulemap
379,9,000,0,S,0,0,,,rulemap
380,9,000,0,A,0,0,,,rulemap
381,10,000,0,B,0,0,,,rulemap
382,10,000,0,S,0,0,,,rulemap
383,10,000,0,A,0,0,,,rulemap
384,10,000,0,B,0,0,,,rulemap
385,10,000,0,S,0,0,,,rulemap
386,8,000,0,A,0,0,,,rulemap
387,7,000,0,B,0,0,,,rulemap
388,10,000,0,S,0,0,,,rulemap
389,9,000,0,A,0,0,,,rulemap
390,7,000,0,B,0,0,,,rulemap
391,10,000,0,S,0,0,,,rulemap
392,8,000,0,A,0,0,,,rulemap
393,8,000,0,B,0,0,,,rulemap
394,10,000,0,S,0,0,,,rulemap
395,7,000,0,A,0,0,,,rulemap
396,10,000,0,B,0,0,,,rulemap
397,7,000,0,S,0,0,,,rulemap
398,10,000,0,A,0,0,,,rulemap
399,7,000,0,B,0,0,,,rulemap
400,10,000,0,S,0,0,,,rulemap
401,9,000,0,A,0,0,,,rulemap
402,10,000,0,B,0,0,,,rulemap
403,9,000,0,S,0,0,,,rulemap
404,7,000,0,A,0,0,,,rulemap
405,9,000,0,B,0,0,,,rulemap
406,8,000,0,S,0,0,,,rulemap
407,10,000,0,A,0,0,,,rulemap
408,10,000,0,B,0,0,,,rulemap
409,10,000,0,S,0,0,,,rulemap
410,10,000,0,A,0,0,,,rulemap
411,10,000,0,B,0,0,,,rulemap
412,9,000,0,S,0,0,,,rulemap
413,10,000,0,A,0,0,,,rulemap
414,7,000,0,B,0,0,,,rulemap
415,7,000,0,S,0,0,,,rulemap
416,10,000,0,A,0,0,,,rulemap
417,8,000,0,B,0,0,,,rulemap
418,8,000,0,S,0,0,,,rulemap
419,10,000,0,A,0,0,,,rulemap
420,10,000,0,B,0,0,,,rulemap
421,10,000,0,S,0,0,,,rulemap
422,9,000,0,A,0,0,,,rulemap
423,10,000,0,B,0,0,,,rulemap
424,10,000,0,S,0,0,,,rulemap
425,9,000,0,A,0,0,,,rulemap
426,8,000,0,B,0,0,,,rulemap
427,8,000,0,S,0,0,,,rulemap
428,7,000,0,A,0,0,,,rulemap
429,10,000,0,B,0,0,,,rulemap
430,8,000,0,S,0,0,,,rulemap
431,8,000,0,A,0,0,,,rulemap
432,8,000,0,B,0,0,,,rulemap
433,10,000,0,S,0,0,,,rulemap
434,10,000,0,A,0,0,,,rulemap
435,10,000,0,B,0,0,,,rulemap
436,10,000,0,S,0,0,,,rulemap
437,9,000,0,A,0,0,,,rulemap
438,10,000,0,B,0,0,,,rulemap
439,10,000,0,S,0,0,,,rulemap
440,10,000,0,A,0,0,,,rulemap
441,10,000,0,B,0,0,,,rulemap
442,10,000,0,S,0,0,,,rulemap
443,8,000,0,A,0,0,,,rulemap
444,9,000,0,B,0,0,,,rulemap
445,10,000,0,S,0,0,,,rulemap
446,7,000,0,A,0,0,,,rulemap
447,7,000,0,B,0,0,,,rulemap
448,10,000,0,S,0,0,,,rulemap
449,8,000,0,A,0,0,,,rulemap
450,8,000,0,B,0,0,,,rulemap
451,10,000,0,S,0,0,,,rulemap
452,8,000,0,A,0,0,,,rulemap
453,8,000,0,B,0,0,,,rulemap
454,8,000,0,S,0,0,,,rulemap
455,8,000,0,A,0,0,,,rulemap
456,10,000,0,B,0,0,,,rulemap
457,10,000,0,S,0,0,,,rulemap
458,10,000,0,A,0,0,,,rulemap
459,8,000,0,B,0,0,,,rulemap
460,7,000,0,S,0,0,,,rulemap
461,8,000,0,A,0,0,,,rulemap
462,9,000,0,B,0,0,,,rulemap
463,10,000,0,S,0,0,,,rulemap
464,10,000,0,A,0,0,,,rulemap
465,10,000,0,B,0,0,,,rulemap
466,10,000,0,S,0,0,,,rulemap
467,8,000,0,A,0,0,,,rulemap
468,7,000,0,B,0,0,,,rulemap
469,9,000,0,S,0,0,,,rulemap
470,9,000,0,A,0,0,,,rulemap
471,10,000,0,B,0,0,,,rulemap
472,7,000,0,S,0,0,,,rulemap
473,8,000,0,A,0,0,,,rulemap
474,8,000,0,B,0,0,,,rulemap
475,10,000,0,S,0,0,,,rulemap
476,10,000,0,A,0,0,,,rulemap
477,10,000,0,B,0,0,,,rulemap
478,7,000,0,S,0,0,,,rulemap
479,10,000,0,A,0,0,,,rulemap
480,10,000,0,B,0,0,,,rulemap
481,10,000,0,S,0,0,,,rulemap
482,7,000,0,A,0,0,,,rulemap
483,10,000,0,B,0,0,,,rulemap
484,10,000,0,S,0,0,,,rulemap
485,8,000,0,A,0,0,,,rulemap
486,10,000,0,B,0,0,,,rulemap
487,9,000,0,S,0,0,,,rulemap
488,10,000,0,A,0,0,,,rulemap
489,7,000,0,B,0,0,,,rulemap
490,9,000,0,S,0,0,,,rulemap
491,10,000,0,A,0,0,,,rulemap
492,10,000,0,B,0,0,,,rulemap
493,10,000,0,S,0,0,,,rulemap
494,10,000,0,A,0,0,,,rulemap
495,10,000,0,B,0,0,,,rulemap
496,10,000,0,S,0,0,,,rulemap
497,10,000,0,A,0,0,,,rulemap
498,10,000,0,B,0,0,,,rulemap
499,10,000,0,S,0,0,,,rulemap
500,9,000,0,A,0,0,,,rulemap
501,9,000,0,B,0,0,,,rulemap
502,7,000,0,S,0,0,,,rulemap
503,10,000,0,A,0,0,,,rulemap
504,7,000,0,B,0,0,,,rulemap
505,10,000,0,S,0,0,,,rulemap
506,8,000,0,A,0,0,,,rulemap
507,8,000,0,B,0,0,,,rulemap
508,5,000,0,S,0,0,,,rulemap
509,9,000,0,A,0,0,,,rulemap
510,10,000,0,B,0,0,,,rulemap
511,7,000,0,S,0,0,,,rulemap
512,10,000,0,A,0,0,,,rulemap
513,10,000,0,B,0,0,,,rulemap
514,8,000,0,S,0,0,,,rulemap
515,10,000,0,A,0,0,,,rulemap
516,10,000,0,B,0,0,,,rulemap
517,10,000,0,S,0,0,,,rulemap
518,9,000,0,A,0,0,,,rulemap
519,10,000,0,B,0,0,,,rulemap
520,10,000,0,S,0,0,,,rulemap
521,8,000,0,A,0,0,,,rulemap
522,8,000,0,B,0,0,,,rulemap
523,9,000,0,S,0,0,,,rulemap
524,9,000,0,A,0,0,,,rulemap
525,10,000,0,B,0,0,,,rulemap
526,9,000,0,S,0,0,,,rulemap
527,8,000,0,A,0,0,,,rulemap
528,10,000,0,B,0,0,,,rulemap
529,9,000,0,S,0,0,,,rulemap
530,10,000,0,A,0,0,,,rulemap
531,8,000,0,B,0,0,,,rulemap
532,10,000,0,S,0,0,,,rulemap
533,9,000,0,A,0,0,,,rulemap
534,8,000,0,B,0,0,,,rulemap
535,9,000,0,S,0,0,,,rulemap
536,8,000,0,A,0,0,,,rulemap
537,10,000,0,B,0,0,,,rulemap
538,7,000,0,S,0,0,,,rulemap
539,9,000,0,A,0,0,,,rulemap
540,10,000,0,B,0,0,,,rulemap
541,10,000,0,S,0,0,,,rulemap
542,7,000,0,A,0,0,,,rulemap
543,10,000,0,B,0,0,,,rulemap
544,9,000,0,S,0,0,,,rulemap
545,10,000,0,A,0,0,,,rulemap
546,10,000,0,B,0,0,,,rulemap
547,9,000,0,S,0,0,,,rulemap
548,9,000,0,A,0,0,,,rulemap
549,7,000,0,B,0,0,,,rulemap
550,8,000,0,S,0,0,,,rulemap
551,9,000,0,A,0,0,,,rulemap
552,9,000,0,B,0,0,,,rulemap
553,10,000,0,S,0,0,,,rulemap
554,8,000,0,A,0,0,,,rulemap
555,10,000,0,B,0,0,,,rulemap
556,9,000,0,S,0,0,,,rulemap
557,5,000,0,A,0,0,,,rulemap
558,7,000,0,B,0,0,,,rulemap
559,9,000,0,S,0,0,,,rulemap
560,10,000,0,A,0,0,,,rulemap
561,8,000,0,B,0,0,,,rulemap
562,9,000,0,S,0,0,,,rulemap
563,8,000,0,A,0,0,,,rulemap
564,10,000,0,B,0,0,,,rulemap
565,8,000,0,S,0,0,,,rulemap
566,10,000,0,A,0,0,,,rulemap
567,10,000,0,B,0,0,,,rulemap
568,10,000,0,S,0,0,,,rulemap
569,10,000,0,A,0,0,,,rulemap
570,7,000,0,B,0,0,,,rulemap
571,7,000,0,S,0,0,,,rulemap
572,7,000,0,A,0,0,,,rulemap
573,7,000,0,B,0,0,,,rulemap
574,5,000,0,S,0,0,,,rulemap
575,7,000,0,A,0,0,,,rulemap
576,10,000,0,B,0,0,,,rulemap
577,7,000,0,S,0,0,,,rulemap
578,8,000,0,A,0,0,,,rulemap
579,8,000,0,B,0,0,,,rulemap
580,8,000,0,S,0,0,,,rulemap
581,8,000,0,A,0,0,,,rulemap
582,9,000,0,B,0,0,,,rulemap
583,8,000,0,S,0,0,,,rulemap
584,10,000,0,A,0,0,,,rulemap
585,9,000,0,B,0,0,,,rulemap
586,10,000,0,S,0,0,,,rulemap
587,9,000,0,A,0,0,,,rulemap
588,10,000,0,B,0,0,,,rulemap
589,10,000,0,S,0,0,,,rulemap
590,10,000,0,A,0,0,,,rulemap
591,8,000,0,B,0,0,,,rulemap
592,10,000,0,S,0,0,,,rulemap
593,8,000,0,A,0,0,,,rulemap
594,10,000,0,B,0,0,,,rulemap
595,9,000,0,S,0,0,,,rulemap
596,10,000,0,A,0,0,,,rulemap
597,10,000,0,B,0,0,,,rulemap
598,7,000,0,S,0,0,,,rulemap
599,7,000,0,A,0,0,,,rulemap
600,8,000,0,B,0,0,,,rulemap
601,9,000,0,S,0,0,,,rulemap
602,9,000,0,A,0,0,,,rulemap
603,9,000,0,B,0,0,,,rulemap
604,8,000,0,S,0,0,,,rulemap
605,10,000,0,A,0,0,,,rulemap
606,9,000,0,B,0,0,,,rulemap
607,10,000,0,S,0,0,,,rulemap
608,8,000,0,A,0,0,,,rulemap
609,8,000,0,B,0,0,,,rulemap
610,8,000,0,S,0,0,,,rulemap
611,10,000,0,A,0,0,,,rulemap
612,7,000,0,B,0,0,,,rulemap
613,9,000,0,S,0,0,,,rulemap
614,8,000,0,A,0,0,,,rulemap
615,7,000,0,B,0,0,,,rulemap
616,7,000,0,S,0,0,,,rulemap
617,8,000,0,A,0,0,,,rulemap
618,10,000,0,B,0,0,,,rulemap
619,7,000,0,S,0,0,,,rulemap
620,10,000,0,A,0,0,,,rulemap
621,9,000,0,B,0,0,,,rulemap
622,8,000,0,S,0,0,,,rulemap
623,9,000,0,A,0,0,,,rulemap
624,8,000,0,B,0,0,,,rulemap
625,10,000,0,S,0,0,,,rulemap
626,10,000,0,A,0,0,,,rulemap
627,10,000,0,B,0,0,,,rulemap
628,9,000,0,S,0,0,,,rulemap
629,8,000,0,A,0,0,,,rulemap
630,10,000,0,B,0,0,,,rulemap
631,9,000,0,S,0,0,,,rulemap
632,10,000,0,A,0,0,,,rulemap
633,10,000,0,B,0,0,,,rulemap
634,9,000,0,S,0,0,,,rulemap
635,10,000,0,A,0,0,,,rulemap
636,7,000,0,B,0,0,,,rulemap
637,9,000,0,S,0,0,,,rulemap
638,8,000,0,A,0,0,,,rulemap
639,9,000,0,B,0,0,,,rulemap
640,8,000,0,S,0,0,,,rulemap
641,9,000,0,A,0,0,,,rulemap
642,6,000,0,B,0,0,,,rulemap
643,7,000,0,S,0,0,,,rulemap
644,9,000,0,A,0,0,,,rulemap
645,10,000,0,B,0,0,,,rulemap
646,10,000,0,S,0,0,,,rulemap
647,9,000,0,A,0,0,,,rulemap
648,9,000,0,B,0,0,,,rulemap
649,10,000,0,S,0,0,,,rulemap
650,9,000,0,A,0,0,,,rulemap
651,10,000,0,B,0,0,,,rulemap
652,9,000,0,S,0,0,,,rulemap
653,10,000,0,A,0,0,,,rulemap
654,10,000,0,B,0,0,,,rulemap
655,4,000,0,S,0,0,,,rulemap
656,9,000,0,A,0,0,,,rulemap
657,9,000,0,B,0,0,,,rulemap
658,10,000,0,S,0,0,,,rulemap
659,9,000,0,A,0,0,,,rulemap
660,10,000,0,B,0,0,,,rulemap
661,10,000,0,S,0,0,,,rulemap
