maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2,case_type,move_dominant_agents,move_type
110,10,100,4,A,0,0,,,random
111,10,000,0,B,0,0,,,random
112,10,000,0,S,0,0,,,random
113,10,000,0,A,0,0,,,random
114,10,000,0,B,0,0,,,random
115,10,000,0,S,0,0,,,random
116,10,000,0,A,0,0,,,random
117,10,000,0,B,0,0,,,random
118,10,000,0,S,0,0,,,random
119,10,100,4,A,0,0,,,random
120,10,100,4,B,0,0,,,random
121,10,000,0,S,0,0,,,random
122,10,000,0,A,0,0,,,random
123,10,000,0,B,0,0,,,random
124,10,000,0,S,0,0,,,random
125,10,000,0,A,0,0,,,random
126,10,000,0,B,0,0,,,random
127,10,000,0,S,0,0,,,random
128,10,000,0,A,0,0,,,random
129,10,001,1,B,0,0,,,random
130,10,000,0,S,0,0,,,random
131,10,000,0,A,0,0,,,random
132,10,010,2,B,0,0,,,random
133,10,000,0,S,0,0,,,random
134,10,000,0,A,0,0,,,random
135,10,000,0,B,0,0,,,random
136,10,000,0,S,0,0,,,random
137,10,000,0,A,0,0,,,random
138,10,000,0,B,0,0,,,random
139,10,100,4,S,0,0,,,random
140,10,000,0,A,0,0,,,random
141,10,000,0,B,0,0,,,random
142,10,000,0,S,0,0,,,random
143,10,000,0,A,0,0,,,random
144,10,000,0,B,0,0,,,random
145,10,000,0,S,0,0,,,random
146,10,000,0,A,0,0,,,random
147,10,000,0,B,0,0,,,random
148,10,000,0,S,0,0,,,random
149,10,000,0,A,0,0,,,random
150,10,000,0,B,0,0,,,random
151,10,000,0,S,0,0,,,random
152,10,000,0,A,0,0,,,random
153,10,000,0,B,0,0,,,random
154,10,000,0,S,0,0,,,random
155,10,000,0,A,0,0,,,random
156,10,010,2,B,0,0,,,random
157,10,000,0,S,0,0,,,random
158,10,000,0,A,0,0,,,random
159,10,000,0,B,0,0,,,random
160,10,000,0,S,0,0,,,random
161,10,000,0,A,0,0,,,random
162,10,000,0,B,0,0,,,random
163,10,000,0,S,0,0,,,random
164,10,000,0,A,0,0,,,random
165,10,000,0,B,0,0,,,random
166,10,001,1,S,0,0,,,random
167,10,001,1,A,0,0,,,random
168,10,000,0,B,0,0,,,random
169,10,000,0,S,0,0,,,random
170,10,000,0,A,0,0,,,random
171,10,000,0,B,0,0,,,random
172,10,000,0,S,0,0,,,random
173,10,000,0,A,0,0,,,random
174,10,000,0,B,0,0,,,random
175,10,000,0,S,0,0,,,random
176,10,000,0,A,0,0,,,random
177,10,000,0,B,0,0,,,random
178,10,000,0,S,0,0,,,random
179,10,000,0,A,0,0,,,random
180,10,010,2,B,0,0,,,random
181,10,000,0,S,0,0,,,random
182,10,000,0,A,0,0,,,random
183,10,000,0,B,0,0,,,random
184,10,000,0,S,0,0,,,random
185,10,000,0,A,0,0,,,random
186,10,010,2,B,0,0,,,random
187,10,000,0,S,0,0,,,random
188,10,000,0,A,0,0,,,random
189,10,000,0,B,0,0,,,random
190,10,001,1,S,0,0,,,random
191,10,000,0,A,0,0,,,random
192,10,000,0,B,0,0,,,random
193,10,000,0,S,0,0,,,random
194,10,000,0,A,0,0,,,random
195,10,100,4,B,0,0,,,random
196,10,000,0,S,0,0,,,random
197,10,000,0,A,0,0,,,random
198,10,000,0,B,0,0,,,random
199,10,000,0,S,0,0,,,random
200,10,010,2,A,0,0,,,random
201,10,001,1,B,0,0,,,random
202,10,000,0,S,0,0,,,random
203,10,000,0,A,0,0,,,random
204,10,000,0,B,0,0,,,random
205,10,000,0,S,0,0,,,random
206,10,000,0,A,0,0,,,random
207,10,000,0,B,0,0,,,random
208,10,000,0,S,0,0,,,random
209,10,000,0,A,0,0,,,random
210,10,000,0,B,0,0,,,random
211,10,100,4,S,0,0,,,random
212,10,000,0,A,0,0,,,random
213,10,000,0,B,0,0,,,random
214,10,001,1,S,0,0,,,random
215,10,000,0,A,0,0,,,random
216,10,000,0,B,0,0,,,random
217,10,000,0,S,0,0,,,random
218,10,000,0,A,0,0,,,random
219,10,000,0,B,0,0,,,random
220,10,000,0,S,0,0,,,random
221,10,000,0,A,0,0,,,random
222,10,000,0,B,0,0,,,random
223,10,000,0,S,0,0,,,random
224,10,000,0,A,0,0,,,random
225,10,000,0,B,0,0,,,random
226,10,000,0,S,0,0,,,random
227,10,000,0,A,0,0,,,random
228,10,000,0,B,0,0,,,random
229,10,000,0,S,0,0,,,random
230,10,000,0,A,0,0,,,random
231,10,000,0,B,0,0,,,random
232,10,100,4,S,0,0,,,random
233,10,000,0,A,0,0,,,random
234,10,000,0,B,0,0,,,random
235,10,000,0,S,0,0,,,random
236,10,000,0,A,0,0,,,random
237,10,000,0,B,0,0,,,random
238,10,000,0,S,0,0,,,random
239,10,000,0,A,0,0,,,random
240,10,000,0,B,0,0,,,random
241,10,000,0,S,0,0,,,random
242,10,000,0,A,0,0,,,random
243,10,000,0,B,0,0,,,random
244,10,001,1,S,0,0,,,random
245,10,000,0,A,0,0,,,random
246,10,000,0,B,0,0,,,random
247,10,000,0,S,0,0,,,random
248,10,000,0,A,0,0,,,random
249,10,000,0,B,0,0,,,random
250,10,000,0,S,0,0,,,random
251,10,000,0,A,0,0,,,random
252,10,000,0,B,0,0,,,random
253,10,110,6,S,0,0,,,random
254,10,010,2,A,0,0,,,random
255,10,000,0,B,0,0,,,random
256,10,000,0,S,0,0,,,random
257,10,000,0,A,0,0,,,random
258,10,000,0,B,0,0,,,random
259,10,000,0,S,0,0,,,random
260,10,001,1,A,0,0,,,random
261,10,000,0,B,0,0,,,random
262,10,000,0,S,0,0,,,random
263,10,000,0,A,0,0,,,random
264,10,000,0,B,0,0,,,random
265,10,000,0,S,0,0,,,random
266,10,010,2,A,0,0,,,random
267,10,000,0,B,0,0,,,random
268,10,000,0,S,0,0,,,random
269,10,000,0,A,0,0,,,random
270,10,100,4,B,0,0,,,random
271,10,000,0,S,0,0,,,random
272,10,000,0,A,0,0,,,random
273,10,000,0,B,0,0,,,random
274,10,000,0,S,0,0,,,random
275,10,000,0,A,0,0,,,random
276,10,000,0,B,0,0,,,random
277,10,010,2,S,0,0,,,random
278,10,000,0,A,0,0,,,random
279,10,010,2,B,0,0,,,random
280,10,000,0,S,0,0,,,random
281,10,000,0,A,0,0,,,random
282,10,010,2,B,0,0,,,random
283,10,000,0,S,0,0,,,random
284,10,000,0,A,0,0,,,random
285,10,000,0,B,0,0,,,random
286,10,000,0,S,0,0,,,random
287,10,000,0,A,0,0,,,random
288,10,000,0,B,0,0,,,random
289,10,000,0,S,0,0,,,random
290,10,000,0,A,0,0,,,random
291,10,000,0,B,0,0,,,random
292,10,000,0,S,0,0,,,random
293,10,000,0,A,0,0,,,random
294,10,000,0,B,0,0,,,random
295,10,000,0,S,0,0,,,random
296,10,000,0,A,0,0,,,random
297,10,000,0,B,0,0,,,random
298,10,001,1,S,0,0,,,random
299,10,000,0,A,0,0,,,random
300,10,000,0,B,0,0,,,random
301,10,000,0,S,0,0,,,random
302,10,101,5,A,0,0,,,random
303,10,000,0,B,0,0,,,random
304,10,010,2,S,0,0,,,random
305,10,000,0,A,0,0,,,random
306,10,000,0,B,0,0,,,random
307,10,000,0,S,0,0,,,random
308,10,000,0,A,0,0,,,random
309,10,000,0,B,0,0,,,random
310,10,000,0,S,0,0,,,random
311,10,000,0,A,0,0,,,random
312,10,000,0,B,0,0,,,random
313,10,000,0,S,0,0,,,random
314,10,000,0,A,0,0,,,random
315,10,000,0,B,0,0,,,random
316,10,000,0,S,0,0,,,random
317,10,100,4,A,0,0,,,random
318,10,000,0,B,0,0,,,random
319,10,000,0,S,0,0,,,random
320,10,000,0,A,0,0,,,random
321,10,000,0,B,0,0,,,random
322,10,000,0,S,0,0,,,random
323,10,000,0,A,0,0,,,random
324,10,000,0,B,0,0,,,random
325,10,000,0,S,0,0,,,random
326,10,000,0,A,0,0,,,random
327,10,000,0,B,0,0,,,random
328,10,000,0,S,0,0,,,random
329,10,000,0,A,0,0,,,random
330,10,001,1,B,0,0,,,random
331,10,100,4,S,0,0,,,random
332,10,000,0,A,0,0,,,random
333,10,000,0,B,0,0,,,random
334,10,000,0,S,0,0,,,random
335,10,000,0,A,0,0,,,random
336,10,000,0,B,0,0,,,random
337,10,000,0,S,0,0,,,random
338,10,100,4,A,0,0,,,random
339,10,000,0,B,0,0,,,random
340,10,000,0,S,0,0,,,random
341,10,000,0,A,0,0,,,random
342,10,000,0,B,0,0,,,random
343,10,000,0,S,0,0,,,random
344,10,000,0,A,0,0,,,random
345,10,000,0,B,0,0,,,random
346,10,000,0,S,0,0,,,random
347,10,001,1,A,0,0,,,random
348,10,000,0,B,0,0,,,random
349,10,000,0,S,0,0,,,random
350,10,000,0,A,0,0,,,random
351,10,000,0,B,0,0,,,random
352,10,000,0,S,0,0,,,random
353,10,000,0,A,0,0,,,random
354,10,000,0,B,0,0,,,random
355,10,000,0,S,0,0,,,random
356,10,000,0,A,0,0,,,random
357,10,100,4,B,0,0,,,random
358,10,000,0,S,0,0,,,random
359,10,000,0,A,0,0,,,random
360,10,010,2,B,0,0,,,random
361,10,000,0,S,0,0,,,random
362,10,000,0,A,0,0,,,random
363,10,010,2,B,0,0,,,random
364,10,000,0,S,0,0,,,random
365,10,000,0,A,0,0,,,random
366,10,001,1,B,0,0,,,random
367,10,000,0,S,0,0,,,random
368,10,000,0,A,0,0,,,random
369,10,000,0,B,0,0,,,random
370,10,000,0,S,0,0,,,random
371,10,000,0,A,0,0,,,random
372,10,000,0,B,0,0,,,random
373,10,000,0,S,0,0,,,random
374,10,000,0,A,0,0,,,random
375,10,000,0,B,0,0,,,random
376,10,010,2,S,0,0,,,random
377,10,000,0,A,0,0,,,random
378,10,000,0,B,0,0,,,random
379,10,000,0,S,0,0,,,random
380,10,000,0,A,0,0,,,random
381,10,000,0,B,0,0,,,random
382,10,100,4,S,0,0,,,random
383,10,000,0,A,0,0,,,random
384,10,000,0,B,0,0,,,random
385,10,000,0,S,0,0,,,random
386,10,100,4,A,0,0,,,random
387,10,000,0,B,0,0,,,random
388,10,000,0,S,0,0,,,random
389,10,000,0,A,0,0,,,random
390,10,000,0,B,0,0,,,random
391,10,000,0,S,0,0,,,random
392,10,000,0,A,0,0,,,random
393,10,000,0,B,0,0,,,random
394,10,000,0,S,0,0,,,random
395,10,000,0,A,0,0,,,random
396,10,000,0,B,0,0,,,random
397,10,000,0,S,0,0,,,random
398,10,000,0,A,0,0,,,random
399,10,000,0,B,0,0,,,random
400,10,001,1,S,0,0,,,random
401,10,000,0,A,0,0,,,random
402,10,000,0,B,0,0,,,random
403,10,000,0,S,0,0,,,random
404,10,000,0,A,0,0,,,random
405,10,000,0,B,0,0,,,random
406,10,000,0,S,0,0,,,random
407,10,000,0,A,0,0,,,random
408,10,000,0,B,0,0,,,random
409,10,000,0,S,0,0,,,random
410,10,000,0,A,0,0,,,random
411,10,000,0,B,0,0,,,random
412,10,000,0,S,0,0,,,random
413,10,000,0,A,0,0,,,random
414,10,000,0,B,0,0,,,random
415,10,010,2,S,0,0,,,random
416,10,000,0,A,0,0,,,random
417,10,000,0,B,0,0,,,random
418,10,000,0,S,0,0,,,random
419,10,000,0,A,0,0,,,random
420,10,000,0,B,0,0,,,random
421,10,000,0,S,0,0,,,random
422,10,000,0,A,0,0,,,random
423,10,100,4,B,0,0,,,random
424,10,000,0,S,0,0,,,random
425,10,000,0,A,0,0,,,random
426,10,000,0,B,0,0,,,random
427,10,000,0,S,0,0,,,random
428,10,000,0,A,0,0,,,random
429,10,000,0,B,0,0,,,random
430,10,000,0,S,0,0,,,random
431,10,000,0,A,0,0,,,random
432,10,000,0,B,0,0,,,random
433,10,000,0,S,0,0,,,random
434,10,000,0,A,0,0,,,random
435,10,000,0,B,0,0,,,random
436,10,000,0,S,0,0,,,random
437,10,000,0,A,0,0,,,random
438,10,000,0,B,0,0,,,random
439,10,000,0,S,0,0,,,random
440,10,000,0,A,0,0,,,random
441,10,000,0,B,0,0,,,random
442,10,000,0,S,0,0,,,random
443,10,000,0,A,0,0,,,random
444,10,000,0,B,0,0,,,random
445,10,000,0,S,0,0,,,random
446,10,000,0,A,0,0,,,random
447,10,010,2,B,0,0,,,random
448,10,000,0,S,0,0,,,random
449,10,000,0,A,0,0,,,random
450,10,000,0,B,0,0,,,random
451,10,100,4,S,0,0,,,random
452,10,000,0,A,0,0,,,random
453,10,000,0,B,0,0,,,random
454,10,000,0,S,0,0,,,random
455,10,000,0,A,0,0,,,random
456,10,000,0,B,0,0,,,random
457,10,000,0,S,0,0,,,random
458,10,000,0,A,0,0,,,random
459,10,000,0,B,0,0,,,random
460,10,000,0,S,0,0,,,random
461,10,000,0,A,0,0,,,random
462,10,000,0,B,0,0,,,random
463,10,000,0,S,0,0,,,random
464,10,000,0,A,0,0,,,random
465,10,000,0,B,0,0,,,random
466,10,001,1,S,0,0,,,random
467,10,000,0,A,0,0,,,random
468,10,000,0,B,0,0,,,random
469,10,000,0,S,0,0,,,random
470,10,000,0,A,0,0,,,random
471,10,000,0,B,0,0,,,random
472,10,000,0,S,0,0,,,random
473,10,000,0,A,0,0,,,random
474,10,000,0,B,0,0,,,random
475,10,000,0,S,0,0,,,random
476,10,000,0,A,0,0,,,random
477,10,000,0,B,0,0,,,random
478,10,000,0,S,0,0,,,random
479,10,000,0,A,0,0,,,random
480,10,010,2,B,0,0,,,random
481,10,000,0,S,0,0,,,random
482,10,000,0,A,0,0,,,random
483,10,000,0,B,0,0,,,random
484,10,000,0,S,0,0,,,random
485,10,000,0,A,0,0,,,random
486,10,000,0,B,0,0,,,random
487,10,000,0,S,0,0,,,random
488,10,000,0,A,0,0,,,random
489,10,000,0,B,0,0,,,random
490,10,000,0,S,0,0,,,random
491,10,000,0,A,0,0,,,random
492,10,000,0,B,0,0,,,random
493,10,000,0,S,0,0,,,random
494,10,000,0,A,0,0,,,random
495,10,000,0,B,0,0,,,random
496,10,000,0,S,0,0,,,random
497,10,000,0,A,0,0,,,random
498,10,000,0,B,0,0,,,random
499,10,000,0,S,0,0,,,random
500,10,000,0,A,0,0,,,random
501,10,000,0,B,0,0,,,random
502,10,000,0,S,0,0,,,random
503,10,000,0,A,0,0,,,random
504,10,000,0,B,0,0,,,random
505,10,000,0,S,0,0,,,random
506,10,000,0,A,0,0,,,random
507,10,000,0,B,0,0,,,random
508,10,000,0,S,0,0,,,random
509,10,000,0,A,0,0,,,random
510,10,000,0,B,0,0,,,random
511,10,000,0,S,0,0,,,random
512,10,000,0,A,0,0,,,random
513,10,000,0,B,0,0,,,random
514,10,000,0,S,0,0,,,random
515,10,000,0,A,0,0,,,random
516,10,000,0,B,0,0,,,random
517,10,000,0,S,0,0,,,random
518,10,010,2,A,0,0,,,random
519,10,000,0,B,0,0,,,random
520,10,000,0,S,0,0,,,random
521,10,000,0,A,0,0,,,random
522,10,000,0,B,0,0,,,random
523,10,000,0,S,0,0,,,random
524,10,000,0,A,0,0,,,random
525,10,000,0,B,0,0,,,random
526,10,000,0,S,0,0,,,random
527,10,000,0,A,0,0,,,random
528,10,000,0,B,0,0,,,random
529,10,000,0,S,0,0,,,random
530,10,000,0,A,0,0,,,random
531,10,000,0,B,0,0,,,random
532,10,000,0,S,0,0,,,random
533,10,000,0,A,0,0,,,random
534,10,100,4,B,0,0,,,random
535,10,000,0,S,0,0,,,random
536,10,000,0,A,0,0,,,random
537,10,001,1,B,0,0,,,random
538,10,000,0,S,0,0,,,random
539,10,000,0,A,0,0,,,random
540,10,000,0,B,0,0,,,random
541,10,000,0,S,0,0,,,random
542,10,000,0,A,0,0,,,random
543,10,000,0,B,0,0,,,random
544,10,000,0,S,0,0,,,random
545,10,000,0,A,0,0,,,random
546,10,000,0,B,0,0,,,random
547,10,000,0,S,0,0,,,random
548,10,000,0,A,0,0,,,random
549,10,000,0,B,0,0,,,random
550,10,010,2,S,0,0,,,random
551,10,000,0,A,0,0,,,random
552,10,000,0,B,0,0,,,random
553,10,010,2,S,0,0,,,random
554,10,000,0,A,0,0,,,random
555,10,000,0,B,0,0,,,random
556,10,000,0,S,0,0,,,random
557,10,000,0,A,0,0,,,random
558,10,000,0,B,0,0,,,random
559,10,001,1,S,0,0,,,random
560,10,000,0,A,0,0,,,random
561,10,000,0,B,0,0,,,random
562,10,000,0,S,0,0,,,random
563,10,000,0,A,0,0,,,random
564,10,100,4,B,0,0,,,random
565,10,000,0,S,0,0,,,random
566,10,000,0,A,0,0,,,random
567,10,000,0,B,0,0,,,random
568,10,000,0,S,0,0,,,random
569,10,000,0,A,0,0,,,random
570,10,000,0,B,0,0,,,random
571,10,000,0,S,0,0,,,random
572,10,100,4,A,0,0,,,random
573,10,000,0,B,0,0,,,random
574,10,000,0,S,0,0,,,random
575,10,000,0,A,0,0,,,random
576,10,000,0,B,0,0,,,random
577,10,000,0,S,0,0,,,random
578,10,000,0,A,0,0,,,random
579,10,000,0,B,0,0,,,random
580,10,000,0,S,0,0,,,random
581,10,000,0,A,0,0,,,random
582,10,001,1,B,0,0,,,random
583,10,000,0,S,0,0,,,random
584,10,000,0,A,0,0,,,random
585,10,000,0,B,0,0,,,random
586,10,000,0,S,0,0,,,random
587,10,000,0,A,0,0,,,random
588,10,001,1,B,0,0,,,random
589,10,000,0,S,0,0,,,random
590,10,000,0,A,0,0,,,random
591,10,000,0,B,0,0,,,random
592,10,000,0,S,0,0,,,random
593,10,000,0,A,0,0,,,random
594,10,000,0,B,0,0,,,random
595,10,000,0,S,0,0,,,random
596,10,000,0,A,0,0,,,random
597,10,100,4,B,0,0,,,random
598,10,000,0,S,0,0,,,random
599,10,000,0,A,0,0,,,random
600,10,000,0,B,0,0,,,random
601,10,000,0,S,0,0,,,random
602,10,000,0,A,0,0,,,random
603,10,000,0,B,0,0,,,random
604,10,001,1,S,0,0,,,random
605,10,000,0,A,0,0,,,random
606,10,100,4,B,0,0,,,random
607,10,000,0,S,0,0,,,random
608,10,000,0,A,0,0,,,random
609,10,000,0,B,0,0,,,random
610,10,000,0,S,0,0,,,random
611,10,000,0,A,0,0,,,random
612,10,000,0,B,0,0,,,random
613,10,000,0,S,0,0,,,random
614,10,000,0,A,0,0,,,random
615,10,000,0,B,0,0,,,random
616,10,000,0,S,0,0,,,random
617,10,000,0,A,0,0,,,random
618,10,000,0,B,0,0,,,random
619,10,000,0,S,0,0,,,random
620,10,000,0,A,0,0,,,random
621,10,000,0,B,0,0,,,random
622,10,000,0,S,0,0,,,random
623,10,001,1,A,0,0,,,random
624,10,000,0,B,0,0,,,random
625,10,000,0,S,0,0,,,random
626,10,001,1,A,0,0,,,random
627,10,000,0,B,0,0,,,random
628,10,000,0,S,0,0,,,random
629,10,000,0,A,0,0,,,random
630,10,000,0,B,0,0,,,random
631,10,000,0,S,0,0,,,random
632,10,000,0,A,0,0,,,random
633,10,000,0,B,0,0,,,random
634,10,000,0,S,0,0,,,random
635,10,000,0,A,0,0,,,random
636,10,000,0,B,0,0,,,random
637,10,000,0,S,0,0,,,random
638,10,000,0,A,0,0,,,random
639,10,000,0,B,0,0,,,random
640,10,000,0,S,0,0,,,random
641,10,000,0,A,0,0,,,random
642,10,000,0,B,0,0,,,random
643,10,000,0,S,0,0,,,random
644,10,001,1,A,0,0,,,random
645,10,000,0,B,0,0,,,random
646,10,000,0,S,0,0,,,random
647,10,000,0,A,0,0,,,random
648,10,000,0,B,0,0,,,random
649,10,000,0,S,0,0,,,random
650,10,001,1,A,0,0,,,random
651,10,000,0,B,0,0,,,random
652,10,010,2,S,0,0,,,random
653,10,000,0,A,0,0,,,random
654,10,000,0,B,0,0,,,random
655,10,000,0,S,0,0,,,random
656,10,000,0,A,0,0,,,random
657,10,000,0,B,0,0,,,random
658,10,000,0,S,0,0,,,random
659,10,000,0,A,0,0,,,random
660,10,000,0,B,0,0,,,random
661,10,000,0,S,0,0,,,random
662,10,001,1,A,0,0,,,random
663,10,000,0,B,0,0,,,random
664,10,000,0,S,0,0,,,random
665,10,001,1,A,0,0,,,random
666,10,000,0,B,0,0,,,random
667,10,000,0,S,0,0,,,random
668,10,000,0,A,0,0,,,random
669,10,000,0,B,0,0,,,random
670,10,000,0,S,0,0,,,random
671,10,000,0,A,0,0,,,random
672,10,100,4,B,0,0,,,random
673,10,000,0,S,0,0,,,random
674,10,000,0,A,0,0,,,random
675,10,000,0,B,0,0,,,random
676,10,000,0,S,0,0,,,random
677,10,000,0,A,0,0,,,random
678,10,000,0,B,0,0,,,random
679,10,010,2,S,0,0,,,random
680,10,000,0,A,0,0,,,random
681,10,000,0,B,0,0,,,random
682,10,001,1,S,0,0,,,random
683,10,000,0,A,0,0,,,random
684,10,000,0,B,0,0,,,random
685,10,100,4,S,0,0,,,random
686,10,000,0,A,0,0,,,random
687,10,000,0,B,0,0,,,random
688,10,000,0,S,0,0,,,random
689,10,000,0,A,0,0,,,random
690,10,000,0,B,0,0,,,random
691,10,000,0,S,0,0,,,random
692,10,000,0,A,0,0,,,random
693,10,000,0,B,0,0,,,random
694,10,000,0,S,0,0,,,random
695,10,000,0,A,0,0,,,random
696,10,000,0,B,0,0,,,random
697,10,000,0,S,0,0,,,random
698,10,000,0,A,0,0,,,random
699,10,000,0,B,0,0,,,random
700,10,000,0,S,0,0,,,random
701,10,100,4,A,0,0,,,random
702,10,000,0,B,0,0,,,random
703,10,000,0,S,0,0,,,random
704,10,000,0,A,0,0,,,random
705,10,000,0,B,0,0,,,random
706,10,000,0,S,0,0,,,random
707,10,000,0,A,0,0,,,random
708,10,100,4,B,0,0,,,random
709,10,000,0,S,0,0,,,random
710,10,000,0,A,0,0,,,random
711,10,000,0,B,0,0,,,random
712,10,000,0,S,0,0,,,random
713,10,000,0,A,0,0,,,random
714,10,000,0,B,0,0,,,random
715,10,000,0,S,0,0,,,random
716,10,000,0,A,0,0,,,random
717,10,000,0,B,0,0,,,random
718,10,000,0,S,0,0,,,random
719,10,000,0,A,0,0,,,random
720,10,010,2,B,0,0,,,random
721,10,000,0,S,0,0,,,random
722,10,000,0,A,0,0,,,random
723,10,000,0,B,0,0,,,random
724,10,000,0,S,0,0,,,random
725,10,000,0,A,0,0,,,random
726,10,000,0,B,0,0,,,random
727,10,000,0,S,0,0,,,random
728,10,000,0,A,0,0,,,random
729,10,000,0,B,0,0,,,random
730,10,001,1,S,0,0,,,random
731,10,000,0,A,0,0,,,random
732,10,000,0,B,0,0,,,random
733,10,000,0,S,0,0,,,random
734,10,001,1,A,0,0,,,random
735,10,000,0,B,0,0,,,random
736,10,000,0,S,0,0,,,random
737,10,100,4,A,0,0,,,random
738,10,000,0,B,0,0,,,random
739,10,100,4,S,0,0,,,random
740,10,000,0,A,0,0,,,random
741,10,001,1,B,0,0,,,random
742,10,000,0,S,0,0,,,random
743,10,000,0,A,0,0,,,random
744,10,000,0,B,0,0,,,random
745,10,100,4,S,0,0,,,random
746,10,000,0,A,0,0,,,random
747,10,000,0,B,0,0,,,random
748,10,000,0,S,0,0,,,random
749,10,010,2,A,0,0,,,random
750,10,000,0,B,0,0,,,random
751,10,000,0,S,0,0,,,random
752,10,000,0,A,0,0,,,random
753,10,001,1,B,0,0,,,random
754,10,000,0,S,0,0,,,random
755,10,000,0,A,0,0,,,random
756,10,000,0,B,0,0,,,random
757,10,000,0,S,0,0,,,random
758,10,000,0,A,0,0,,,random
759,10,000,0,B,0,0,,,random
760,10,000,0,S,0,0,,,random
761,10,000,0,A,0,0,,,random
762,10,000,0,B,0,0,,,random
763,10,000,0,S,0,0,,,random
764,10,000,0,A,0,0,,,random
765,10,000,0,B,0,0,,,random
766,10,000,0,S,0,0,,,random
767,10,000,0,A,0,0,,,random
768,10,000,0,B,0,0,,,random
769,10,000,0,S,0,0,,,random
770,10,000,0,A,0,0,,,random
771,10,001,1,B,0,0,,,random
