maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2,case_type,move_dominant_agents,move_type
98,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
99,10,111,7,C,0,0,2,"(1, 2)",intermediate_case2
100,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
101,10,011,3,B,0,0,2,"(1, 2)",intermediate_case2
102,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
103,10,011,3,A,0,0,2,"(0, 2)",intermediate_case2
104,10,111,7,B,0,0,2,"(0, 2)",intermediate_case2
105,10,111,7,C,0,0,2,"(0, 1)",intermediate_case2
106,10,010,2,A,0,0,2,"(1, 2)",intermediate_case2
107,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
108,10,011,3,C,0,0,2,"(0, 2)",intermediate_case2
109,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
110,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
111,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
112,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
113,10,011,3,B,0,0,2,"(0, 2)",intermediate_case2
114,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
115,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
116,10,011,3,B,0,0,2,"(0, 1)",intermediate_case2
117,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
118,10,010,2,A,0,0,2,"(0, 2)",intermediate_case2
119,10,011,3,B,0,0,2,"(0, 1)",intermediate_case2
120,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
121,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
122,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
123,10,011,3,C,0,0,2,"(0, 1)",intermediate_case2
124,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
125,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
126,10,010,2,C,0,0,2,"(1, 2)",intermediate_case2
127,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
128,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
129,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
130,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
131,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
132,10,010,2,C,0,0,2,"(0, 1)",intermediate_case2
133,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
134,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
135,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
136,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
137,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
138,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
139,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
140,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
141,10,011,3,C,0,0,2,"(1, 2)",intermediate_case2
142,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
143,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
144,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
145,10,111,7,A,0,0,2,"(1, 2)",intermediate_case2
146,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
147,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
148,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
149,10,011,3,B,0,0,2,"(0, 2)",intermediate_case2
150,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
151,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
152,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
153,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
154,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
155,10,011,3,B,0,0,2,"(1, 2)",intermediate_case2
156,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
157,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
158,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
159,10,011,3,C,0,0,2,"(1, 2)",intermediate_case2
160,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
161,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
162,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
163,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
164,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
165,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
166,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
167,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
168,10,010,2,C,0,0,2,"(0, 2)",intermediate_case2
169,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
170,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
171,10,111,7,C,0,0,2,"(1, 2)",intermediate_case2
172,10,010,2,A,0,0,2,"(0, 2)",intermediate_case2
173,10,001,1,B,0,0,2,"(0, 2)",intermediate_case2
174,10,010,2,C,0,0,2,"(0, 2)",intermediate_case2
175,10,011,3,A,0,0,2,"(0, 1)",intermediate_case2
176,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
177,10,111,7,C,0,0,2,"(1, 2)",intermediate_case2
178,10,111,7,A,0,0,2,"(0, 2)",intermediate_case2
179,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
180,10,011,3,C,0,0,2,"(0, 1)",intermediate_case2
181,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
182,10,001,1,B,0,0,2,"(1, 2)",intermediate_case2
183,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
184,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
185,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
186,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
187,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
188,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
189,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
190,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
191,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
192,10,111,7,C,0,0,2,"(0, 2)",intermediate_case2
193,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
194,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
195,10,111,7,C,0,0,2,"(0, 1)",intermediate_case2
196,10,011,3,A,0,0,2,"(0, 2)",intermediate_case2
197,10,010,2,B,0,0,2,"(1, 2)",intermediate_case2
198,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
199,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
200,10,111,7,B,0,0,2,"(0, 1)",intermediate_case2
201,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
202,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
203,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
204,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
205,10,111,7,A,0,0,2,"(0, 1)",intermediate_case2
206,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
207,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
208,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
209,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
210,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
211,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
212,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
213,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
214,10,011,3,A,0,0,2,"(0, 2)",intermediate_case2
215,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
216,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
217,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
218,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
219,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
220,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
221,10,010,2,B,0,0,2,"(0, 2)",intermediate_case2
222,10,010,2,C,0,0,2,"(0, 2)",intermediate_case2
223,10,010,2,A,0,0,2,"(1, 2)",intermediate_case2
224,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
225,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
226,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
227,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
228,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
229,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
230,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
231,10,011,3,C,0,0,2,"(0, 2)",intermediate_case2
232,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
233,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
234,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
235,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
236,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
237,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
238,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
239,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
240,10,010,2,C,0,0,2,"(1, 2)",intermediate_case2
241,10,001,1,A,0,0,2,"(1, 2)",intermediate_case2
242,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
243,10,010,2,C,0,0,2,"(1, 2)",intermediate_case2
244,10,001,1,A,0,0,2,"(0, 1)",intermediate_case2
245,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
246,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
247,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
248,10,001,1,B,0,0,2,"(1, 2)",intermediate_case2
249,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
250,10,011,3,A,0,0,2,"(0, 2)",intermediate_case2
251,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
252,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
253,10,011,3,A,0,0,2,"(1, 2)",intermediate_case2
254,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
255,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
256,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
257,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
258,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
259,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
260,10,010,2,B,0,0,2,"(0, 1)",intermediate_case2
261,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
262,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
263,10,001,1,B,0,0,2,"(0, 1)",intermediate_case2
264,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
265,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
266,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
267,10,010,2,C,0,0,2,"(0, 1)",intermediate_case2
268,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
269,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
270,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
271,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
272,10,111,7,B,0,0,2,"(0, 1)",intermediate_case2
273,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
274,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
275,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
276,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
277,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
278,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
279,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
280,10,010,2,A,0,0,2,"(0, 2)",intermediate_case2
281,10,010,2,B,0,0,2,"(0, 1)",intermediate_case2
282,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
283,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
284,10,001,1,B,0,0,2,"(0, 1)",intermediate_case2
285,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
286,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
287,10,011,3,B,0,0,2,"(1, 2)",intermediate_case2
288,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
289,10,011,3,A,0,0,2,"(0, 2)",intermediate_case2
290,10,011,3,B,0,0,2,"(0, 1)",intermediate_case2
291,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
292,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
293,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
294,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
295,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
296,10,010,2,B,0,0,2,"(1, 2)",intermediate_case2
297,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
298,10,010,2,A,0,0,2,"(0, 2)",intermediate_case2
299,10,011,3,B,0,0,2,"(1, 2)",intermediate_case2
300,10,111,7,C,0,0,2,"(0, 2)",intermediate_case2
301,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
302,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
303,10,111,7,C,0,0,2,"(0, 1)",intermediate_case2
304,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
305,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
306,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
307,10,010,2,A,0,0,2,"(0, 2)",intermediate_case2
308,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
309,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
310,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
311,10,001,1,B,0,0,2,"(0, 1)",intermediate_case2
312,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
313,10,111,7,A,0,0,2,"(1, 2)",intermediate_case2
314,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
315,10,010,2,C,0,0,2,"(0, 1)",intermediate_case2
316,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
317,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
318,10,011,3,C,0,0,2,"(0, 2)",intermediate_case2
319,10,010,2,A,0,0,2,"(1, 2)",intermediate_case2
320,10,111,7,B,0,0,2,"(1, 2)",intermediate_case2
321,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
322,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
323,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
324,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
325,10,011,3,A,0,0,2,"(0, 2)",intermediate_case2
326,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
327,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
328,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
329,10,011,3,B,0,0,2,"(0, 2)",intermediate_case2
330,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
331,10,011,3,A,0,0,2,"(0, 1)",intermediate_case2
332,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
333,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
334,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
335,10,011,3,B,0,0,2,"(0, 1)",intermediate_case2
336,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
337,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
338,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
339,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
340,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
341,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
342,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
343,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
344,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
345,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
346,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
347,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
348,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
349,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
350,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
351,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
352,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
353,10,001,1,B,0,0,2,"(0, 2)",intermediate_case2
354,10,011,3,C,0,0,2,"(1, 2)",intermediate_case2
355,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
356,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
357,10,010,2,C,0,0,2,"(0, 2)",intermediate_case2
358,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
359,10,111,7,B,0,0,2,"(0, 2)",intermediate_case2
360,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
361,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
362,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
363,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
364,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
365,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
366,10,000,0,C,0,0,2,"(0, 2)",intermediate_case2
367,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
368,10,010,2,B,0,0,2,"(0, 2)",intermediate_case2
369,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
370,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
371,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
372,10,111,7,C,0,0,2,"(1, 2)",intermediate_case2
373,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
374,10,011,3,B,0,0,2,"(1, 2)",intermediate_case2
375,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
376,10,010,2,A,0,0,2,"(1, 2)",intermediate_case2
377,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
378,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
379,10,001,1,A,0,0,2,"(0, 2)",intermediate_case2
380,10,011,3,B,0,0,2,"(0, 1)",intermediate_case2
381,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
382,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
383,10,001,1,B,0,0,2,"(0, 1)",intermediate_case2
384,10,011,3,C,0,0,2,"(0, 1)",intermediate_case2
385,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
386,10,010,2,B,0,0,2,"(0, 2)",intermediate_case2
387,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
388,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
389,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
390,10,011,3,C,0,0,2,"(0, 2)",intermediate_case2
391,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
392,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
393,10,001,1,C,0,0,2,"(0, 2)",intermediate_case2
394,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
395,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
396,10,001,1,C,0,0,2,"(0, 2)",intermediate_case2
397,10,001,1,A,0,0,2,"(0, 1)",intermediate_case2
398,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
399,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
400,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
401,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
402,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
403,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
404,10,011,3,B,0,0,2,"(1, 2)",intermediate_case2
405,10,010,2,C,0,0,2,"(1, 2)",intermediate_case2
406,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
407,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
408,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
409,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
410,10,000,0,B,0,0,2,"(0, 2)",intermediate_case2
411,10,010,2,C,0,0,2,"(1, 2)",intermediate_case2
412,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
413,10,111,7,B,0,0,2,"(1, 2)",intermediate_case2
414,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
415,10,011,3,A,0,0,2,"(0, 2)",intermediate_case2
416,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
417,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
418,10,011,3,A,0,0,2,"(1, 2)",intermediate_case2
419,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
420,10,000,0,C,0,0,2,"(0, 1)",intermediate_case2
421,10,000,0,A,0,0,2,"(0, 2)",intermediate_case2
422,10,010,2,B,0,0,2,"(1, 2)",intermediate_case2
423,10,001,1,C,0,0,2,"(0, 2)",intermediate_case2
424,10,001,1,A,0,0,2,"(0, 1)",intermediate_case2
425,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
426,10,000,0,C,0,0,2,"(1, 2)",intermediate_case2
427,10,000,0,A,0,0,2,"(1, 2)",intermediate_case2
428,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
429,10,111,7,C,0,0,2,"(0, 1)",intermediate_case2
430,10,011,3,A,0,0,2,"(0, 1)",intermediate_case2
431,10,000,0,B,0,0,2,"(0, 1)",intermediate_case2
432,10,001,1,C,0,0,2,"(0, 2)",intermediate_case2
433,10,000,0,A,0,0,2,"(0, 1)",intermediate_case2
434,10,000,0,B,0,0,2,"(1, 2)",intermediate_case2
