maze,steps,maze_final_binary,maze_final_decimal,center_agent,flag_1,flag_2,case_type,move_dominant_agents,move_type
214,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
215,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
216,10,100,4,C,0,0,1,"(1, 2)",intermediate_case1
217,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
218,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
219,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
220,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
221,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
222,10,010,2,C,0,0,1,"(0, 2)",intermediate_case1
223,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
224,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
225,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
226,10,010,2,A,0,0,1,"(0, 2)",intermediate_case1
227,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
228,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
229,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
230,10,001,1,B,0,0,1,"(0, 1)",intermediate_case1
231,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
232,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
233,10,001,1,B,0,0,1,"(0, 1)",intermediate_case1
234,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
235,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
236,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
237,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
238,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
239,10,100,4,B,0,0,1,"(0, 2)",intermediate_case1
240,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
241,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
242,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
243,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
244,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
245,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
246,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
247,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
248,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
249,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
250,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
251,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
252,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
253,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
254,10,100,4,B,0,0,1,"(0, 2)",intermediate_case1
255,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
256,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
257,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
258,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
259,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
260,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
261,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
262,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
263,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
264,10,001,1,C,0,0,1,"(1, 2)",intermediate_case1
265,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
266,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
267,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
268,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
269,10,010,2,B,0,0,1,"(0, 2)",intermediate_case1
270,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
271,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
272,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
273,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
274,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
275,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
276,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
277,10,010,2,A,0,0,1,"(1, 2)",intermediate_case1
278,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
279,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
280,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
281,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
282,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
283,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
284,10,010,2,B,0,0,1,"(0, 2)",intermediate_case1
285,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
286,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
287,10,001,1,B,0,0,1,"(1, 2)",intermediate_case1
288,10,100,4,C,0,0,1,"(1, 2)",intermediate_case1
289,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
290,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
291,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
292,10,010,2,A,0,0,1,"(0, 1)",intermediate_case1
293,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
294,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
295,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
296,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
297,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
298,10,010,2,A,0,0,1,"(0, 2)",intermediate_case1
299,10,001,1,B,0,0,1,"(0, 2)",intermediate_case1
300,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
301,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
302,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
303,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
304,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
305,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
306,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
307,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
308,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
309,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
310,10,001,1,A,0,0,1,"(0, 2)",intermediate_case1
311,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
312,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
313,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
314,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
315,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
316,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
317,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
318,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
319,10,001,1,A,0,0,1,"(0, 1)",intermediate_case1
320,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
321,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
322,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
323,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
324,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
325,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
326,10,010,2,B,0,0,1,"(0, 2)",intermediate_case1
327,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
328,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
329,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
330,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
331,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
332,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
333,10,010,2,C,0,0,1,"(0, 2)",intermediate_case1
334,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
335,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
336,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
337,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
338,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
339,10,001,1,C,0,0,1,"(0, 2)",intermediate_case1
340,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
341,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
342,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
343,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
344,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
345,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
346,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
347,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
348,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
349,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
350,10,001,1,B,0,0,1,"(1, 2)",intermediate_case1
351,10,001,1,C,0,0,1,"(0, 1)",intermediate_case1
352,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
353,10,001,1,B,0,0,1,"(0, 2)",intermediate_case1
354,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
355,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
356,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
357,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
358,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
359,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
360,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
361,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
362,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
363,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
364,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
365,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
366,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
367,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
368,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
369,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
370,10,010,2,A,0,0,1,"(0, 1)",intermediate_case1
371,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
372,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
373,10,010,2,A,0,0,1,"(0, 2)",intermediate_case1
374,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
375,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
376,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
377,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
378,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
379,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
380,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
381,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
382,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
383,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
384,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
385,10,001,1,A,0,0,1,"(0, 2)",intermediate_case1
386,10,001,1,B,0,0,1,"(0, 2)",intermediate_case1
387,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
388,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
389,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
390,10,010,2,C,0,0,1,"(0, 2)",intermediate_case1
391,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
392,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
393,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
394,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
395,10,001,1,B,0,0,1,"(0, 1)",intermediate_case1
396,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
397,10,100,4,A,0,0,1,"(0, 1)",intermediate_case1
398,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
399,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
400,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
401,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
402,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
403,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
404,10,001,1,B,0,0,1,"(1, 2)",intermediate_case1
405,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
406,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
407,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
408,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
409,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
410,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
411,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
412,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
413,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
414,10,010,2,C,0,0,1,"(0, 1)",intermediate_case1
415,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
416,10,010,2,B,0,0,1,"(1, 2)",intermediate_case1
417,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
418,10,000,0,A,0,0,1,"(0, 2)",intermediate_case1
419,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
420,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
421,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
422,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
423,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
424,10,100,4,A,0,0,1,"(0, 1)",intermediate_case1
425,10,001,1,B,0,0,1,"(0, 1)",intermediate_case1
426,10,000,0,C,0,0,1,"(1, 2)",intermediate_case1
427,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
428,10,000,0,B,0,0,1,"(0, 1)",intermediate_case1
429,10,000,0,C,0,0,1,"(0, 2)",intermediate_case1
430,10,000,0,A,0,0,1,"(0, 1)",intermediate_case1
431,10,000,0,B,0,0,1,"(0, 2)",intermediate_case1
432,10,000,0,C,0,0,1,"(0, 1)",intermediate_case1
433,10,000,0,A,0,0,1,"(1, 2)",intermediate_case1
434,10,000,0,B,0,0,1,"(1, 2)",intermediate_case1
